lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000, -180.000,  2.7574E-01,  2.0682E+01,  0.0000E+00
 -89.000, -177.000,  2.7568E-01,  2.0557E+01,  0.0000E+00
 -89.000, -174.000,  2.7562E-01,  2.0428E+01,  0.0000E+00
 -89.000, -171.000,  2.7555E-01,  2.0296E+01,  0.0000E+00
 -89.000, -168.000,  2.7547E-01,  2.0162E+01,  0.0000E+00
 -89.000, -165.000,  2.7539E-01,  2.0027E+01,  0.0000E+00
 -89.000, -162.000,  2.7530E-01,  1.9892E+01,  0.0000E+00
 -89.000, -159.000,  2.7521E-01,  1.9756E+01,  0.0000E+00
 -89.000, -156.000,  2.7512E-01,  1.9621E+01,  0.0000E+00
 -89.000, -153.000,  2.7501E-01,  1.9486E+01,  0.0000E+00
 -89.000, -150.000,  2.7491E-01,  1.9352E+01,  0.0000E+00
 -89.000, -147.000,  2.7480E-01,  1.9221E+01,  0.0000E+00
 -89.000, -144.000,  2.7469E-01,  1.9090E+01,  0.0000E+00
 -89.000, -141.000,  2.7457E-01,  1.8962E+01,  0.0000E+00
 -89.000, -138.000,  2.7445E-01,  1.8837E+01,  0.0000E+00
 -89.000, -135.000,  2.7433E-01,  1.8714E+01,  0.0000E+00
 -89.000, -132.000,  2.7420E-01,  1.8594E+01,  0.0000E+00
 -89.000, -129.000,  2.7407E-01,  1.8477E+01,  0.0000E+00
 -89.000, -126.000,  2.7395E-01,  1.8364E+01,  0.0000E+00
 -89.000, -123.000,  2.7382E-01,  1.8255E+01,  0.0000E+00
 -89.000, -120.000,  2.7368E-01,  1.8148E+01,  0.0000E+00
 -89.000, -117.000,  2.7355E-01,  1.8047E+01,  0.0000E+00
 -89.000, -114.000,  2.7342E-01,  1.7949E+01,  0.0000E+00
 -89.000, -111.000,  2.7329E-01,  1.7857E+01,  0.0000E+00
 -89.000, -108.000,  2.7316E-01,  1.7768E+01,  0.0000E+00
 -89.000, -105.000,  2.7303E-01,  1.7684E+01,  0.0000E+00
 -89.000, -102.000,  2.7290E-01,  1.7605E+01,  0.0000E+00
 -89.000,  -99.000,  2.7277E-01,  1.7531E+01,  0.0000E+00
 -89.000,  -96.000,  2.7264E-01,  1.7461E+01,  0.0000E+00
 -89.000,  -93.000,  2.7252E-01,  1.7397E+01,  0.0000E+00
 -89.000,  -90.000,  2.7240E-01,  1.7337E+01,  0.0000E+00
 -89.000,  -87.000,  2.7228E-01,  1.7283E+01,  0.0000E+00
 -89.000,  -84.000,  2.7216E-01,  1.7234E+01,  0.0000E+00
 -89.000,  -81.000,  2.7205E-01,  1.7190E+01,  0.0000E+00
 -89.000,  -78.000,  2.7194E-01,  1.7151E+01,  0.0000E+00
 -89.000,  -75.000,  2.7184E-01,  1.7118E+01,  0.0000E+00
 -89.000,  -72.000,  2.7174E-01,  1.7090E+01,  0.0000E+00
 -89.000,  -69.000,  2.7164E-01,  1.7067E+01,  0.0000E+00
 -89.000,  -66.000,  2.7155E-01,  1.7050E+01,  0.0000E+00
 -89.000,  -63.000,  2.7147E-01,  1.7039E+01,  0.0000E+00
 -89.000,  -60.000,  2.7139E-01,  1.7032E+01,  0.0000E+00
 -89.000,  -57.000,  2.7131E-01,  1.7031E+01,  0.0000E+00
 -89.000,  -54.000,  2.7124E-01,  1.7035E+01,  0.0000E+00
 -89.000,  -51.000,  2.7118E-01,  1.7045E+01,  0.0000E+00
 -89.000,  -48.000,  2.7112E-01,  1.7060E+01,  0.0000E+00
 -89.000,  -45.000,  2.7107E-01,  1.7080E+01,  0.0000E+00
