lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000, -180.000,  2.9166E-01,  2.0084E+01,  0.0000E+00
 -89.000, -177.000,  2.9160E-01,  1.9963E+01,  0.0000E+00
 -89.000, -174.000,  2.9153E-01,  1.9838E+01,  0.0000E+00
 -89.000, -171.000,  2.9145E-01,  1.9711E+01,  0.0000E+00
 -89.000, -168.000,  2.9137E-01,  1.9582E+01,  0.0000E+00
 -89.000, -165.000,  2.9129E-01,  1.9452E+01,  0.0000E+00
 -89.000, -162.000,  2.9119E-01,  1.9321E+01,  0.0000E+00
 -89.000, -159.000,  2.9109E-01,  1.9190E+01,  0.0000E+00
 -89.000, -156.000,  2.9099E-01,  1.9060E+01,  0.0000E+00
 -89.000, -153.000,  2.9088E-01,  1.8929E+01,  0.0000E+00
 -89.000, -150.000,  2.9077E-01,  1.8800E+01,  0.0000E+00
 -89.000, -147.000,  2.9065E-01,  1.8673E+01,  0.0000E+00
 -89.000, -144.000,  2.9053E-01,  1.8547E+01,  0.0000E+00
 -89.000, -141.000,  2.9040E-01,  1.8423E+01,  0.0000E+00
 -89.000, -138.000,  2.9028E-01,  1.8301E+01,  0.0000E+00
 -89.000, -135.000,  2.9014E-01,  1.8183E+01,  0.0000E+00
 -89.000, -132.000,  2.9001E-01,  1.8067E+01,  0.0000E+00
 -89.000, -129.000,  2.8987E-01,  1.7953E+01,  0.0000E+00
 -89.000, -126.000,  2.8973E-01,  1.7844E+01,  0.0000E+00
 -89.000, -123.000,  2.8959E-01,  1.7738E+01,  0.0000E+00
 -89.000, -120.000,  2.8945E-01,  1.7635E+01,  0.0000E+00
 -89.000, -117.000,  2.8931E-01,  1.7536E+01,  0.0000E+00
 -89.000, -114.000,  2.8917E-01,  1.7442E+01,  0.0000E+00
 -89.000, -111.000,  2.8902E-01,  1.7351E+01,  0.0000E+00
 -89.000, -108.000,  2.8888E-01,  1.7265E+01,  0.0000E+00
 -89.000, -105.000,  2.8874E-01,  1.7184E+01,  0.0000E+00
 -89.000, -102.000,  2.8860E-01,  1.7107E+01,  0.0000E+00
 -89.000,  -99.000,  2.8846E-01,  1.7035E+01,  0.0000E+00
 -89.000,  -96.000,  2.8832E-01,  1.6967E+01,  0.0000E+00
 -89.000,  -93.000,  2.8819E-01,  1.6905E+01,  0.0000E+00
 -89.000,  -90.000,  2.8806E-01,  1.6847E+01,  0.0000E+00
 -89.000,  -87.000,  2.8793E-01,  1.6794E+01,  0.0000E+00
 -89.000,  -84.000,  2.8780E-01,  1.6745E+01,  0.0000E+00
 -89.000,  -81.000,  2.8768E-01,  1.6702E+01,  0.0000E+00
 -89.000,  -78.000,  2.8756E-01,  1.6664E+01,  0.0000E+00
 -89.000,  -75.000,  2.8745E-01,  1.6632E+01,  0.0000E+00
 -89.000,  -72.000,  2.8734E-01,  1.6604E+01,  0.0000E+00
 -89.000,  -69.000,  2.8723E-01,  1.6582E+01,  0.0000E+00
 -89.000,  -66.000,  2.8714E-01,  1.6565E+01,  0.0000E+00
 -89.000,  -63.000,  2.8704E-01,  1.6553E+01,  0.0000E+00
 -89.000,  -60.000,  2.8695E-01,  1.6546E+01,  0.0000E+00
 -89.000,  -57.000,  2.8687E-01,  1.6544E+01,  0.0000E+00
 -89.000,  -54.000,  2.8680E-01,  1.6548E+01,  0.0000E+00
 -89.000,  -51.000,  2.8673E-01,  1.6556E+01,  0.0000E+00
 -89.000,  -48.000,  2.8666E-01,  1.6570E+01,  0.0000E+00
 -89.000,  -45.000,  2.8661E-01,  1.6590E+01,  0.0000E+00
 -89.000,  -42.000,  2.8656E-01,  1.6613E+01,  0.0000E+00
 -89.000,  -39.000,  2.8652E-01,  1.6643E+01,  0.0000E+00
 -89.000,  -36.000,  2.8648E-01,  1.6677E+01,  0.0000E+00
 -89.000,  -33.000,  2.8646E-01,  1.6716E+01,  0.0000E+00
 -89.000,  -30.000,  2.8644E-01,  1.6761E+01,  0.0000E+00
 -89.000,  -27.000,  2.8642E-01,  1.6810E+01,  0.0000E+00
 -89.000,  -24.000,  2.8642E-01,  1.6865E+01,  0.0000E+00
 -89.000,  -21.000,  2.8642E-01,  1.6924E+01,  0.0000E+00
 -89.000,  -18.000,  2.8643E-01,  1.6988E+01,  0.0000E+00
 -89.000,  -15.000,  2.8645E-01,  1.7057E+01,  0.0000E+00
 -89.000,  -12.000,  2.8647E-01,  1.7130E+01,  0.0000E+00
 -89.000,   -9.000,  2.8651E-01,  1.7208E+01,  0.0000E+00
 -89.000,   -6.000,  2.8655E-01,  1.7291E+01,  0.0000E+00
 -89.000,   -3.000,  2.8659E-01,  1.7377E+01,  0.0000E+00
 -89.000,    0.000,  2.8665E-01,  1.7468E+01,  0.0000E+00
 -89.000,    3.000,  2.8671E-01,  1.7564E+01,  0.0000E+00
 -89.000,    6.000,  2.8677E-01,  1.7663E+01,  0.0000E+00
 -89.000,    9.000,  2.8685E-01,  1.7766E+01,  0.0000E+00
 -89.000,   12.000,  2.8693E-01,  1.7872E+01,  0.0000E+00
 -89.000,   15.000,  2.8702E-01,  1.7983E+01,  0.0000E+00
 -89.000,   18.000,  2.8711E-01,  1.8095E+01,  0.0000E+00
 -89.000,   21.000,  2.8721E-01,  1.8212E+01,  0.0000E+00
 -89.000,   24.000,  2.8731E-01,  1.8331E+01,  0.0000E+00
 -89.000,   27.000,  2.8742E-01,  1.8453E+01,  0.0000E+00
 -89.000,   30.000,  2.8753E-01,  1.8578E+01,  0.0000E+00
 -89.000,   33.000,  2.8765E-01,  1.8704E+01,  0.0000E+00
 -89.000,   36.000,  2.8777E-01,  1.8831E+01,  0.0000E+00
 -89.000,   39.000,  2.8790E-01,  1.8961E+01,  0.0000E+00
 -89.000,   42.000,  2.8803E-01,  1.9091E+01,  0.0000E+00
 -89.000,   45.000,  2.8816E-01,  1.9221E+01,  0.0000E+00
 -89.000,   48.000,  2.8830E-01,  1.9352E+01,  0.0000E+00
 -89.000,   51.000,  2.8843E-01,  1.9483E+01,  0.0000E+00
 -89.000,   54.000,  2.8857E-01,  1.9614E+01,  0.0000E+00
 -89.000,   57.000,  2.8871E-01,  1.9742E+01,  0.0000E+00
 -89.000,   60.000,  2.8886E-01,  1.9871E+01,  0.0000E+00
 -89.000,   63.000,  2.8900E-01,  1.9997E+01,  0.0000E+00
 -89.000,   66.000,  2.8914E-01,  2.0120E+01,  0.0000E+00
 -89.000,   69.000,  2.8929E-01,  2.0242E+01,  0.0000E+00
 -89.000,   72.000,  2.8943E-01,  2.0360E+01,  0.0000E+00
 -89.000,   75.000,  2.8958E-01,  2.0474E+01,  0.0000E+00
 -89.000,   78.000,  2.8972E-01,  2.0585E+01,  0.0000E+00
 -89.000,   81.000,  2.8986E-01,  2.0690E+01,  0.0000E+00
 -89.000,   84.000,  2.9000E-01,  2.0790E+01,  0.0000E+00
 -89.000,   87.000,  2.9013E-01,  2.0885E+01,  0.0000E+00
 -89.000,   90.000,  2.9026E-01,  2.0974E+01,  0.0000E+00
 -89.000,   93.000,  2.9039E-01,  2.1057E+01,  0.0000E+00
 -89.000,   96.000,  2.9052E-01,  2.1132E+01,  0.0000E+00
 -89.000,   99.000,  2.9064E-01,  2.1202E+01,  0.0000E+00
 -89.000,  102.000,  2.9076E-01,  2.1262E+01,  0.0000E+00
 -89.000,  105.000,  2.9088E-01,  2.1313E+01,  0.0000E+00
 -89.000,  108.000,  2.9099E-01,  2.1351E+01,  0.0000E+00
 -89.000,  111.000,  2.9109E-01,  2.1372E+01,  0.0000E+00
 -89.000,  114.000,  2.9119E-01,  2.1351E+01,  0.0000E+00
 -89.000,  117.000,  2.9128E-01,  2.1213E+01,  0.0000E+00
 -89.000,  120.000,  2.9137E-01,  2.0875E+01,  0.0000E+00
 -89.000,  123.000,  2.9145E-01,  2.0894E+01,  0.0000E+00
 -89.000,  126.000,  2.9153E-01,  2.1119E+01,  0.0000E+00
 -89.000,  129.000,  2.9160E-01,  2.1587E+01,  0.0000E+00
 -89.000,  132.000,  2.9166E-01,  2.2093E+01,  0.0000E+00
 -89.000,  135.000,  2.9171E-01,  2.3614E+01,  0.0000E+00
 -89.000,  138.000,  2.9176E-01,  2.3336E+01,  0.0000E+00
 -89.000,  141.000,  2.9180E-01,  2.1597E+01,  0.0000E+00
 -89.000,  144.000,  2.9184E-01,  2.4284E+01,  0.0000E+00
 -89.000,  147.000,  2.9186E-01,  2.3141E+01,  0.0000E+00
 -89.000,  150.000,  2.9188E-01,  2.3851E+01,  0.0000E+00
 -89.000,  153.000,  2.9189E-01,  2.1899E+01,  0.0000E+00
 -89.000,  156.000,  2.9190E-01,  2.1243E+01,  0.0000E+00
 -89.000,  159.000,  2.9189E-01,  2.0575E+01,  0.0000E+00
 -89.000,  162.000,  2.9188E-01,  2.0229E+01,  0.0000E+00
 -89.000,  165.000,  2.9186E-01,  2.0390E+01,  0.0000E+00
 -89.000,  168.000,  2.9184E-01,  2.0434E+01,  0.0000E+00
 -89.000,  171.000,  2.9180E-01,  2.0388E+01,  0.0000E+00
 -89.000,  174.000,  2.9176E-01,  2.0303E+01,  0.0000E+00
