lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000, -180.000,  4.6850E-01,  1.5549E+01,  0.0000E+00
 -89.000, -177.000,  4.6840E-01,  1.5462E+01,  0.0000E+00
 -89.000, -174.000,  4.6829E-01,  1.5371E+01,  0.0000E+00
 -89.000, -171.000,  4.6817E-01,  1.5279E+01,  0.0000E+00
 -89.000, -168.000,  4.6804E-01,  1.5186E+01,  0.0000E+00
 -89.000, -165.000,  4.6789E-01,  1.5090E+01,  0.0000E+00
 -89.000, -162.000,  4.6774E-01,  1.4995E+01,  0.0000E+00
 -89.000, -159.000,  4.6757E-01,  1.4899E+01,  0.0000E+00
 -89.000, -156.000,  4.6738E-01,  1.4803E+01,  0.0000E+00
 -89.000, -153.000,  4.6719E-01,  1.4707E+01,  0.0000E+00
 -89.000, -150.000,  4.6699E-01,  1.4611E+01,  0.0000E+00
 -89.000, -147.000,  4.6678E-01,  1.4517E+01,  0.0000E+00
 -89.000, -144.000,  4.6656E-01,  1.4423E+01,  0.0000E+00
 -89.000, -141.000,  4.6633E-01,  1.4330E+01,  0.0000E+00
 -89.000, -138.000,  4.6609E-01,  1.4239E+01,  0.0000E+00
 -89.000, -135.000,  4.6585E-01,  1.4150E+01,  0.0000E+00
 -89.000, -132.000,  4.6560E-01,  1.4062E+01,  0.0000E+00
 -89.000, -129.000,  4.6534E-01,  1.3977E+01,  0.0000E+00
 -89.000, -126.000,  4.6508E-01,  1.3894E+01,  0.0000E+00
 -89.000, -123.000,  4.6481E-01,  1.3813E+01,  0.0000E+00
 -89.000, -120.000,  4.6454E-01,  1.3734E+01,  0.0000E+00
 -89.000, -117.000,  4.6427E-01,  1.3659E+01,  0.0000E+00
 -89.000, -114.000,  4.6400E-01,  1.3586E+01,  0.0000E+00
 -89.000, -111.000,  4.6372E-01,  1.3516E+01,  0.0000E+00
 -89.000, -108.000,  4.6344E-01,  1.3449E+01,  0.0000E+00
 -89.000, -105.000,  4.6316E-01,  1.3386E+01,  0.0000E+00
 -89.000, -102.000,  4.6289E-01,  1.3325E+01,  0.0000E+00
 -89.000,  -99.000,  4.6261E-01,  1.3269E+01,  0.0000E+00
 -89.000,  -96.000,  4.6234E-01,  1.3215E+01,  0.0000E+00
 -89.000,  -93.000,  4.6207E-01,  1.3165E+01,  0.0000E+00
 -89.000,  -90.000,  4.6180E-01,  1.3118E+01,  0.0000E+00
 -89.000,  -87.000,  4.6154E-01,  1.3075E+01,  0.0000E+00
 -89.000,  -84.000,  4.6129E-01,  1.3037E+01,  0.0000E+00
 -89.000,  -81.000,  4.6103E-01,  1.3001E+01,  0.0000E+00
 -89.000,  -78.000,  4.6079E-01,  1.2969E+01,  0.0000E+00
 -89.000,  -75.000,  4.6055E-01,  1.2941E+01,  0.0000E+00
 -89.000,  -72.000,  4.6032E-01,  1.2917E+01,  0.0000E+00
 -89.000,  -69.000,  4.6010E-01,  1.2896E+01,  0.0000E+00
 -89.000,  -66.000,  4.5989E-01,  1.2879E+01,  0.0000E+00
 -89.000,  -63.000,  4.5969E-01,  1.2866E+01,  0.0000E+00
 -89.000,  -60.000,  4.5949E-01,  1.2858E+01,  0.0000E+00
 -89.000,  -57.000,  4.5931E-01,  1.2853E+01,  0.0000E+00
 -89.000,  -54.000,  4.5914E-01,  1.2852E+01,  0.0000E+00
 -89.000,  -51.000,  4.5898E-01,  1.2854E+01,  0.0000E+00
