lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000, -180.000,  2.9724E-01,  1.9884E+01,  0.0000E+00
 -89.000, -177.000,  2.9718E-01,  1.9765E+01,  0.0000E+00
 -89.000, -174.000,  2.9711E-01,  1.9642E+01,  0.0000E+00
 -89.000, -171.000,  2.9703E-01,  1.9516E+01,  0.0000E+00
 -89.000, -168.000,  2.9695E-01,  1.9389E+01,  0.0000E+00
 -89.000, -165.000,  2.9686E-01,  1.9260E+01,  0.0000E+00
 -89.000, -162.000,  2.9677E-01,  1.9131E+01,  0.0000E+00
 -89.000, -159.000,  2.9667E-01,  1.9002E+01,  0.0000E+00
 -89.000, -156.000,  2.9656E-01,  1.8872E+01,  0.0000E+00
 -89.000, -153.000,  2.9645E-01,  1.8744E+01,  0.0000E+00
 -89.000, -150.000,  2.9633E-01,  1.8617E+01,  0.0000E+00
 -89.000, -147.000,  2.9621E-01,  1.8490E+01,  0.0000E+00
 -89.000, -144.000,  2.9609E-01,  1.8366E+01,  0.0000E+00
 -89.000, -141.000,  2.9596E-01,  1.8243E+01,  0.0000E+00
 -89.000, -138.000,  2.9583E-01,  1.8123E+01,  0.0000E+00
 -89.000, -135.000,  2.9569E-01,  1.8006E+01,  0.0000E+00
 -89.000, -132.000,  2.9556E-01,  1.7891E+01,  0.0000E+00
 -89.000, -129.000,  2.9541E-01,  1.7779E+01,  0.0000E+00
 -89.000, -126.000,  2.9527E-01,  1.7671E+01,  0.0000E+00
 -89.000, -123.000,  2.9513E-01,  1.7565E+01,  0.0000E+00
 -89.000, -120.000,  2.9498E-01,  1.7464E+01,  0.0000E+00
 -89.000, -117.000,  2.9484E-01,  1.7367E+01,  0.0000E+00
 -89.000, -114.000,  2.9469E-01,  1.7272E+01,  0.0000E+00
 -89.000, -111.000,  2.9454E-01,  1.7183E+01,  0.0000E+00
 -89.000, -108.000,  2.9440E-01,  1.7099E+01,  0.0000E+00
 -89.000, -105.000,  2.9425E-01,  1.7018E+01,  0.0000E+00
 -89.000, -102.000,  2.9411E-01,  1.6941E+01,  0.0000E+00
 -89.000,  -99.000,  2.9397E-01,  1.6870E+01,  0.0000E+00
 -89.000,  -96.000,  2.9382E-01,  1.6803E+01,  0.0000E+00
 -89.000,  -93.000,  2.9369E-01,  1.6741E+01,  0.0000E+00
 -89.000,  -90.000,  2.9355E-01,  1.6683E+01,  0.0000E+00
 -89.000,  -87.000,  2.9342E-01,  1.6630E+01,  0.0000E+00
 -89.000,  -84.000,  2.9329E-01,  1.6583E+01,  0.0000E+00
 -89.000,  -81.000,  2.9316E-01,  1.6540E+01,  0.0000E+00
 -89.000,  -78.000,  2.9304E-01,  1.6503E+01,  0.0000E+00
 -89.000,  -75.000,  2.9292E-01,  1.6470E+01,  0.0000E+00
 -89.000,  -72.000,  2.9281E-01,  1.6442E+01,  0.0000E+00
 -89.000,  -69.000,  2.9270E-01,  1.6420E+01,  0.0000E+00
 -89.000,  -66.000,  2.9260E-01,  1.6403E+01,  0.0000E+00
 -89.000,  -63.000,  2.9250E-01,  1.6390E+01,  0.0000E+00
 -89.000,  -60.000,  2.9241E-01,  1.6384E+01,  0.0000E+00
 -89.000,  -57.000,  2.9233E-01,  1.6382E+01,  0.0000E+00
 -89.000,  -54.000,  2.9225E-01,  1.6385E+01,  0.0000E+00
 -89.000,  -51.000,  2.9218E-01,  1.6393E+01,  0.0000E+00
 -89.000,  -48.000,  2.9211E-01,  1.6407E+01,  0.0000E+00
 -89.000,  -45.000,  2.9206E-01,  1.6426E+01,  0.0000E+00
 -89.000,  -42.000,  2.9201E-01,  1.6449E+01,  0.0000E+00
 -89.000,  -39.000,  2.9196E-01,  1.6478E+01,  0.0000E+00
 -89.000,  -36.000,  2.9193E-01,  1.6512E+01,  0.0000E+00
 -89.000,  -33.000,  2.9190E-01,  1.6551E+01,  0.0000E+00
 -89.000,  -30.000,  2.9188E-01,  1.6595E+01,  0.0000E+00
 -89.000,  -27.000,  2.9186E-01,  1.6643E+01,  0.0000E+00
 -89.000,  -24.000,  2.9186E-01,  1.6697E+01,  0.0000E+00
 -89.000,  -21.000,  2.9186E-01,  1.6755E+01,  0.0000E+00
 -89.000,  -18.000,  2.9187E-01,  1.6818E+01,  0.0000E+00
 -89.000,  -15.000,  2.9189E-01,  1.6887E+01,  0.0000E+00
 -89.000,  -12.000,  2.9191E-01,  1.6959E+01,  0.0000E+00
 -89.000,   -9.000,  2.9194E-01,  1.7036E+01,  0.0000E+00
 -89.000,   -6.000,  2.9198E-01,  1.7117E+01,  0.0000E+00
 -89.000,   -3.000,  2.9203E-01,  1.7203E+01,  0.0000E+00
 -89.000,    0.000,  2.9209E-01,  1.7293E+01,  0.0000E+00
 -89.000,    3.000,  2.9215E-01,  1.7386E+01,  0.0000E+00
 -89.000,    6.000,  2.9222E-01,  1.7484E+01,  0.0000E+00
 -89.000,    9.000,  2.9229E-01,  1.7586E+01,  0.0000E+00
