'*',    30,     1,     9,    16,     3,     3, 10890,     0
'SPENVIS 4.6.12.3517          - 26-Mar-2025 14:09:59'
'PRJ_DEF', -1,'RAD-ORBITS'
'PRJ_HDR', -1,'Rad-Orbits'
'MOD_ABB', -1,'TPP'
'GRD_TYP', 1, 2
'GRD_LBL', -1,'Grid type: world map at    700.0 km'
'GRD_VAR', -1,' '
'GRD_ALT', 1,    700.0,'km'
'GRD_NLO', 1, 121
'GRD_NLA', 1,  90
'PS Annotation',  6,  1
'Grid type: world map at    700.0 km'
 0.05, 2.00, 0.00
'Planet: Earth'
 0.10, 1.50, 0.00
'Universal time:  0.0 hr'
 0.10, 1.50, 0.00
'PS Annotation',  8,  0
'Trapped particle model: AP-8 MAX'
 0.05, 2.00, 0.00
'Internal magnetic field model: GSFC 12/66 120 Term updated to 1970.0'
 0.10, 1.50, 0.00
'External magnetic field model: None'
 0.10, 1.50, 0.00
'Pitch angle:  90.0 deg'
 0.10, 1.50, 0.00
'B','Gauss', 1,'!8B!3'
'L','!8R!3!dE!n', 1,'!8L!3'
'Flux','cm!u-2!n s!u-1!n', 1,'AP-8 MAX Flux >  50.00 MeV'
  4.2873E-01,  1.6329E+01,  0.0000E+00
  4.2864E-01,  1.6237E+01,  0.0000E+00
  4.2854E-01,  1.6141E+01,  0.0000E+00
  4.2843E-01,  1.6043E+01,  0.0000E+00
  4.2831E-01,  1.5942E+01,  0.0000E+00
  4.2817E-01,  1.5842E+01,  0.0000E+00
  4.2803E-01,  1.5740E+01,  0.0000E+00
  4.2788E-01,  1.5638E+01,  0.0000E+00
  4.2771E-01,  1.5536E+01,  0.0000E+00
  4.2754E-01,  1.5434E+01,  0.0000E+00
  4.2736E-01,  1.5333E+01,  0.0000E+00
  4.2717E-01,  1.5233E+01,  0.0000E+00
  4.2697E-01,  1.5134E+01,  0.0000E+00
  4.2677E-01,  1.5036E+01,  0.0000E+00
  4.2655E-01,  1.4939E+01,  0.0000E+00
  4.2634E-01,  1.4845E+01,  0.0000E+00
  4.2611E-01,  1.4753E+01,  0.0000E+00
  4.2589E-01,  1.4662E+01,  0.0000E+00
  4.2565E-01,  1.4575E+01,  0.0000E+00
  4.2542E-01,  1.4490E+01,  0.0000E+00
  4.2518E-01,  1.4407E+01,  0.0000E+00
  4.2494E-01,  1.4328E+01,  0.0000E+00
  4.2469E-01,  1.4251E+01,  0.0000E+00
  4.2445E-01,  1.4178E+01,  0.0000E+00
  4.2420E-01,  1.4108E+01,  0.0000E+00
  4.2396E-01,  1.4041E+01,  0.0000E+00
  4.2372E-01,  1.3977E+01,  0.0000E+00
  4.2347E-01,  1.3918E+01,  0.0000E+00
  4.2323E-01,  1.3862E+01,  0.0000E+00
  4.2300E-01,  1.3810E+01,  0.0000E+00
  4.2276E-01,  1.3761E+01,  0.0000E+00
  4.2253E-01,  1.3717E+01,  0.0000E+00
  4.2231E-01,  1.3676E+01,  0.0000E+00
  4.2209E-01,  1.3640E+01,  0.0000E+00
  4.2188E-01,  1.3607E+01,  0.0000E+00
  4.2167E-01,  1.3577E+01,  0.0000E+00
  4.2147E-01,  1.3552E+01,  0.0000E+00
  4.2128E-01,  1.3531E+01,  0.0000E+00
  4.2109E-01,  1.3514E+01,  0.0000E+00
  4.2092E-01,  1.3502E+01,  0.0000E+00
  4.2075E-01,  1.3493E+01,  0.0000E+00
  4.2060E-01,  1.3488E+01,  0.0000E+00
  4.2045E-01,  1.3488E+01,  0.0000E+00
  4.2031E-01,  1.3492E+01,  0.0000E+00
  4.2019E-01,  1.3499E+01,  0.0000E+00
  4.2007E-01,  1.3511E+01,  0.0000E+00
  4.1997E-01,  1.3527E+01,  0.0000E+00
  4.1988E-01,  1.3547E+01,  0.0000E+00
  4.1980E-01,  1.3570E+01,  0.0000E+00
  4.1973E-01,  1.3598E+01,  0.0000E+00
  4.1968E-01,  1.3630E+01,  0.0000E+00
