lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000,  -81.000,  4.9357E-01,  1.2524E+01,  0.0000E+00
 -89.000,  -78.000,  4.9330E-01,  1.2493E+01,  0.0000E+00
 -89.000,  -75.000,  4.9304E-01,  1.2466E+01,  0.0000E+00
 -89.000,  -72.000,  4.9278E-01,  1.2442E+01,  0.0000E+00
 -89.000,  -69.000,  4.9253E-01,  1.2421E+01,  0.0000E+00
 -89.000,  -66.000,  4.9230E-01,  1.2405E+01,  0.0000E+00
 -89.000,  -63.000,  4.9207E-01,  1.2392E+01,  0.0000E+00
 -89.000,  -60.000,  4.9186E-01,  1.2383E+01,  0.0000E+00
 -89.000,  -57.000,  4.9165E-01,  1.2378E+01,  0.0000E+00
 -89.000,  -54.000,  4.9146E-01,  1.2376E+01,  0.0000E+00
 -89.000,  -51.000,  4.9128E-01,  1.2378E+01,  0.0000E+00
 -89.000,  -48.000,  4.9111E-01,  1.2384E+01,  0.0000E+00
 -89.000,  -45.000,  4.9096E-01,  1.2393E+01,  0.0000E+00
 -89.000,  -42.000,  4.9082E-01,  1.2406E+01,  0.0000E+00
 -89.000,  -39.000,  4.9070E-01,  1.2422E+01,  0.0000E+00
 -89.000,  -36.000,  4.9059E-01,  1.2442E+01,  0.0000E+00
 -89.000,  -33.000,  4.9050E-01,  1.2466E+01,  0.0000E+00
 -89.000,  -30.000,  4.9042E-01,  1.2493E+01,  0.0000E+00
 -89.000,  -27.000,  4.9036E-01,  1.2524E+01,  0.0000E+00
 -89.000,  -24.000,  4.9031E-01,  1.2558E+01,  0.0000E+00
 -89.000,  -21.000,  4.9028E-01,  1.2596E+01,  0.0000E+00
 -89.000,  -18.000,  4.9026E-01,  1.2638E+01,  0.0000E+00
 -89.000,  -15.000,  4.9026E-01,  1.2683E+01,  0.0000E+00
 -89.000,  -12.000,  4.9028E-01,  1.2731E+01,  0.0000E+00
 -89.000,   -9.000,  4.9031E-01,  1.2782E+01,  0.0000E+00
 -89.000,   -6.000,  4.9036E-01,  1.2836E+01,  0.0000E+00
 -89.000,   -3.000,  4.9043E-01,  1.2894E+01,  0.0000E+00
 -89.000,    0.000,  4.9051E-01,  1.2954E+01,  0.0000E+00
 -89.000,    3.000,  4.9060E-01,  1.3018E+01,  0.0000E+00
 -89.000,    6.000,  4.9072E-01,  1.3085E+01,  0.0000E+00
 -89.000,    9.000,  4.9084E-01,  1.3154E+01,  0.0000E+00
 -89.000,   12.000,  4.9098E-01,  1.3226E+01,  0.0000E+00
 -89.000,   15.000,  4.9114E-01,  1.3300E+01,  0.0000E+00
 -89.000,   18.000,  4.9131E-01,  1.3377E+01,  0.0000E+00
 -89.000,   21.000,  4.9149E-01,  1.3456E+01,  0.0000E+00
 -89.000,   24.000,  4.9168E-01,  1.3538E+01,  0.0000E+00
 -89.000,   27.000,  4.9189E-01,  1.3622E+01,  0.0000E+00
 -89.000,   30.000,  4.9211E-01,  1.3706E+01,  0.0000E+00
 -89.000,   33.000,  4.9234E-01,  1.3793E+01,  0.0000E+00
 -89.000,   36.000,  4.9258E-01,  1.3881E+01,  0.0000E+00
 -89.000,   39.000,  4.9284E-01,  1.3970E+01,  0.0000E+00
 -89.000,   42.000,  4.9310E-01,  1.4059E+01,  0.0000E+00
 -89.000,   45.000,  4.9336E-01,  1.4150E+01,  0.0000E+00
 -89.000,   48.000,  4.9364E-01,  1.4241E+01,  0.0000E+00
 -89.000,   51.000,  4.9392E-01,  1.4332E+01,  0.0000E+00
 -89.000,   54.000,  4.9421E-01,  1.4423E+01,  0.0000E+00
 -89.000,   57.000,  4.9451E-01,  1.4514E+01,  0.0000E+00
 -89.000,   60.000,  4.9481E-01,  1.4604E+01,  0.0000E+00
 -89.000,   63.000,  4.9511E-01,  1.4693E+01,  0.0000E+00
 -89.000,   66.000,  4.9542E-01,  1.4782E+01,  0.0000E+00
 -89.000,   69.000,  4.9573E-01,  1.4868E+01,  0.0000E+00
 -89.000,   72.000,  4.9604E-01,  1.4952E+01,  0.0000E+00
 -89.000,   75.000,  4.9634E-01,  1.5034E+01,  0.0000E+00
 -89.000,   78.000,  4.9665E-01,  1.5114E+01,  0.0000E+00
 -89.000,   81.000,  4.9696E-01,  1.5190E+01,  0.0000E+00
 -89.000,   84.000,  4.9727E-01,  1.5264E+01,  0.0000E+00
 -89.000,   87.000,  4.9757E-01,  1.5334E+01,  0.0000E+00
 -89.000,   90.000,  4.9787E-01,  1.5401E+01,  0.0000E+00
 -89.000,   93.000,  4.9816E-01,  1.5463E+01,  0.0000E+00
 -89.000,   96.000,  4.9845E-01,  1.5521E+01,  0.0000E+00
 -89.000,   99.000,  4.9873E-01,  1.5575E+01,  0.0000E+00
 -89.000,  102.000,  4.9900E-01,  1.5624E+01,  0.0000E+00
 -89.000,  105.000,  4.9927E-01,  1.5668E+01,  0.0000E+00
 -89.000,  108.000,  4.9953E-01,  1.5708E+01,  0.0000E+00
 -89.000,  111.000,  4.9977E-01,  1.5742E+01,  0.0000E+00
 -89.000,  114.000,  5.0001E-01,  1.5771E+01,  0.0000E+00
 -89.000,  117.000,  5.0024E-01,  1.5795E+01,  0.0000E+00
 -89.000,  120.000,  5.0045E-01,  1.5809E+01,  0.0000E+00
 -89.000,  123.000,  5.0066E-01,  1.5806E+01,  0.0000E+00
 -89.000,  126.000,  5.0085E-01,  1.5746E+01,  0.0000E+00
 -89.000,  129.000,  5.0102E-01,  1.5444E+01,  0.0000E+00
 -89.000,  132.000,  5.0119E-01,  1.4817E+01,  0.0000E+00
 -89.000,  135.000,  5.0134E-01,  1.5334E+01,  0.0000E+00
 -89.000,  138.000,  5.0147E-01,  1.6092E+01,  0.0000E+00
 -89.000,  141.000,  5.0160E-01,  2.0522E+01,  0.0000E+00
 -89.000,  144.000,  5.0170E-01,  1.7104E+01,  0.0000E+00
 -89.000,  147.000,  5.0179E-01,  1.6801E+01,  0.0000E+00
 -89.000,  150.000,  5.0187E-01,  1.7401E+01,  0.0000E+00
 -89.000,  153.000,  5.0193E-01,  1.8470E+01,  0.0000E+00
 -89.000,  156.000,  5.0197E-01,  2.1775E+01,  0.0000E+00
 -89.000,  159.000,  5.0200E-01,  1.6668E+01,  0.0000E+00
 -89.000,  162.000,  5.0201E-01,  1.5350E+01,  0.0000E+00
 -89.000,  165.000,  5.0200E-01,  1.5144E+01,  0.0000E+00
 -89.000,  168.000,  5.0198E-01,  1.5137E+01,  0.0000E+00
 -89.000,  171.000,  5.0195E-01,  1.5150E+01,  0.0000E+00
 -89.000,  174.000,  5.0189E-01,  1.5109E+01,  0.0000E+00
 -89.000,  177.000,  5.0183E-01,  1.5043E+01,  0.0000E+00
 -89.000,  180.000,  5.0174E-01,  1.4966E+01,  0.0000E+00
 -87.000, -180.000,  5.1222E-01,  1.7126E+01,  0.0000E+00
 -87.000, -177.000,  5.1191E-01,  1.6803E+01,  0.0000E+00
 -87.000, -174.000,  5.1156E-01,  1.6481E+01,  0.0000E+00
 -87.000, -171.000,  5.1117E-01,  1.6160E+01,  0.0000E+00
 -87.000, -168.000,  5.1074E-01,  1.5843E+01,  0.0000E+00
 -87.000, -165.000,  5.1026E-01,  1.5530E+01,  0.0000E+00
 -87.000, -162.000,  5.0975E-01,  1.5222E+01,  0.0000E+00
 -87.000, -159.000,  5.0920E-01,  1.4921E+01,  0.0000E+00
 -87.000, -156.000,  5.0861E-01,  1.4626E+01,  0.0000E+00
 -87.000, -153.000,  5.0799E-01,  1.4340E+01,  0.0000E+00
 -87.000, -150.000,  5.0733E-01,  1.4063E+01,  0.0000E+00
 -87.000, -147.000,  5.0664E-01,  1.3794E+01,  0.0000E+00
 -87.000, -144.000,  5.0593E-01,  1.3534E+01,  0.0000E+00
 -87.000, -141.000,  5.0519E-01,  1.3284E+01,  0.0000E+00
 -87.000, -138.000,  5.0442E-01,  1.3044E+01,  0.0000E+00
 -87.000, -135.000,  5.0363E-01,  1.2813E+01,  0.0000E+00
 -87.000, -132.000,  5.0281E-01,  1.2593E+01,  0.0000E+00
 -87.000, -129.000,  5.0198E-01,  1.2382E+01,  0.0000E+00
 -87.000, -126.000,  5.0113E-01,  1.2180E+01,  0.0000E+00
 -87.000, -123.000,  5.0027E-01,  1.1989E+01,  0.0000E+00
 -87.000, -120.000,  4.9939E-01,  1.1807E+01,  0.0000E+00
 -87.000, -117.000,  4.9850E-01,  1.1635E+01,  0.0000E+00
 -87.000, -114.000,  4.9761E-01,  1.1472E+01,  0.0000E+00
 -87.000, -111.000,  4.9671E-01,  1.1319E+01,  0.0000E+00
 -87.000, -108.000,  4.9580E-01,  1.1174E+01,  0.0000E+00
 -87.000, -105.000,  4.9490E-01,  1.1038E+01,  0.0000E+00
 -87.000, -102.000,  4.9400E-01,  1.0912E+01,  0.0000E+00
 -87.000,  -99.000,  4.9310E-01,  1.0794E+01,  0.0000E+00
 -87.000,  -96.000,  4.9220E-01,  1.0684E+01,  0.0000E+00
 -87.000,  -93.000,  4.9132E-01,  1.0583E+01,  0.0000E+00
 -87.000,  -90.000,  4.9045E-01,  1.0490E+01,  0.0000E+00
 -87.000,  -87.000,  4.8959E-01,  1.0405E+01,  0.0000E+00
 -87.000,  -84.000,  4.8874E-01,  1.0328E+01,  0.0000E+00
 -87.000,  -81.000,  4.8791E-01,  1.0260E+01,  0.0000E+00
 -87.000,  -78.000,  4.8711E-01,  1.0199E+01,  0.0000E+00
 -87.000,  -75.000,  4.8632E-01,  1.0145E+01,  0.0000E+00
 -87.000,  -72.000,  4.8556E-01,  1.0099E+01,  0.0000E+00
 -87.000,  -69.000,  4.8483E-01,  1.0060E+01,  0.0000E+00
 -87.000,  -66.000,  4.8412E-01,  1.0029E+01,  0.0000E+00
 -87.000,  -63.000,  4.8344E-01,  1.0006E+01,  0.0000E+00
 -87.000,  -60.000,  4.8280E-01,  9.9892E+00,  0.0000E+00
 -87.000,  -57.000,  4.8219E-01,  9.9800E+00,  0.0000E+00
 -87.000,  -54.000,  4.8162E-01,  9.9781E+00,  0.0000E+00
 -87.000,  -51.000,  4.8108E-01,  9.9833E+00,  0.0000E+00
 -87.000,  -48.000,  4.8058E-01,  9.9957E+00,  0.0000E+00
 -87.000,  -45.000,  4.8012E-01,  1.0015E+01,  0.0000E+00
 -87.000,  -42.000,  4.7970E-01,  1.0042E+01,  0.0000E+00
 -87.000,  -39.000,  4.7932E-01,  1.0076E+01,  0.0000E+00
 -87.000,  -36.000,  4.7899E-01,  1.0118E+01,  0.0000E+00
 -87.000,  -33.000,  4.7870E-01,  1.0167E+01,  0.0000E+00
 -87.000,  -30.000,  4.7846E-01,  1.0223E+01,  0.0000E+00
 -87.000,  -27.000,  4.7826E-01,  1.0286E+01,  0.0000E+00
 -87.000,  -24.000,  4.7811E-01,  1.0356E+01,  0.0000E+00
 -87.000,  -21.000,  4.7801E-01,  1.0435E+01,  0.0000E+00
 -87.000,  -18.000,  4.7796E-01,  1.0522E+01,  0.0000E+00
 -87.000,  -15.000,  4.7795E-01,  1.0615E+01,  0.0000E+00
 -87.000,  -12.000,  4.7799E-01,  1.0717E+01,  0.0000E+00
 -87.000,   -9.000,  4.7808E-01,  1.0827E+01,  0.0000E+00
 -87.000,   -6.000,  4.7821E-01,  1.0945E+01,  0.0000E+00
 -87.000,   -3.000,  4.7840E-01,  1.1071E+01,  0.0000E+00
 -87.000,    0.000,  4.7863E-01,  1.1206E+01,  0.0000E+00
 -87.000,    3.000,  4.7891E-01,  1.1349E+01,  0.0000E+00
 -87.000,    6.000,  4.7924E-01,  1.1501E+01,  0.0000E+00
 -87.000,    9.000,  4.7961E-01,  1.1662E+01,  0.0000E+00
 -87.000,   12.000,  4.8002E-01,  1.1831E+01,  0.0000E+00
 -87.000,   15.000,  4.8048E-01,  1.2010E+01,  0.0000E+00
 -87.000,   18.000,  4.8098E-01,  1.2197E+01,  0.0000E+00
 -87.000,   21.000,  4.8152E-01,  1.2394E+01,  0.0000E+00
 -87.000,   24.000,  4.8211E-01,  1.2600E+01,  0.0000E+00
 -87.000,   27.000,  4.8273E-01,  1.2816E+01,  0.0000E+00
 -87.000,   30.000,  4.8338E-01,  1.3041E+01,  0.0000E+00
 -87.000,   33.000,  4.8407E-01,  1.3275E+01,  0.0000E+00
 -87.000,   36.000,  4.8480E-01,  1.3519E+01,  0.0000E+00
 -87.000,   39.000,  4.8555E-01,  1.3772E+01,  0.0000E+00
 -87.000,   42.000,  4.8634E-01,  1.4034E+01,  0.0000E+00
 -87.000,   45.000,  4.8715E-01,  1.4304E+01,  0.0000E+00
 -87.000,   48.000,  4.8798E-01,  1.4584E+01,  0.0000E+00
 -87.000,   51.000,  4.8884E-01,  1.4871E+01,  0.0000E+00
 -87.000,   54.000,  4.8972E-01,  1.5166E+01,  0.0000E+00
 -87.000,   57.000,  4.9061E-01,  1.5468E+01,  0.0000E+00
 -87.000,   60.000,  4.9152E-01,  1.5776E+01,  0.0000E+00
 -87.000,   63.000,  4.9244E-01,  1.6090E+01,  0.0000E+00
 -87.000,   66.000,  4.9337E-01,  1.6408E+01,  0.0000E+00
 -87.000,   69.000,  4.9430E-01,  1.6729E+01,  0.0000E+00
 -87.000,   72.000,  4.9524E-01,  1.7052E+01,  0.0000E+00
 -87.000,   75.000,  4.9618E-01,  1.7376E+01,  0.0000E+00
 -87.000,   78.000,  4.9712E-01,  1.7698E+01,  0.0000E+00
 -87.000,   81.000,  4.9805E-01,  1.8018E+01,  0.0000E+00
 -87.000,   84.000,  4.9898E-01,  1.8332E+01,  0.0000E+00
 -87.000,   87.000,  4.9989E-01,  1.8640E+01,  0.0000E+00
 -87.000,   90.000,  5.0080E-01,  1.8939E+01,  0.0000E+00
 -87.000,   93.000,  5.0168E-01,  1.9226E+01,  0.0000E+00
 -87.000,   96.000,  5.0255E-01,  1.9499E+01,  0.0000E+00
 -87.000,   99.000,  5.0340E-01,  1.9756E+01,  0.0000E+00
 -87.000,  102.000,  5.0423E-01,  1.9996E+01,  0.0000E+00
 -87.000,  105.000,  5.0503E-01,  2.0213E+01,  0.0000E+00
 -87.000,  108.000,  5.0580E-01,  2.0410E+01,  0.0000E+00
 -87.000,  111.000,  5.0655E-01,  2.0583E+01,  0.0000E+00
 -87.000,  114.000,  5.0726E-01,  2.0732E+01,  0.0000E+00
 -87.000,  117.000,  5.0794E-01,  2.0854E+01,  0.0000E+00
 -87.000,  120.000,  5.0858E-01,  2.0954E+01,  0.0000E+00
 -87.000,  123.000,  5.0918E-01,  2.1030E+01,  0.0000E+00
 -87.000,  126.000,  5.0975E-01,  2.1081E+01,  0.0000E+00
 -87.000,  129.000,  5.1028E-01,  2.1105E+01,  0.0000E+00
 -87.000,  132.000,  5.1076E-01,  2.1093E+01,  0.0000E+00
 -87.000,  135.000,  5.1120E-01,  2.1040E+01,  0.0000E+00
 -87.000,  138.000,  5.1160E-01,  2.1099E+01,  0.0000E+00
 -87.000,  141.000,  5.1195E-01,  2.4300E+01,  0.0000E+00
 -87.000,  144.000,  5.1225E-01,  2.3972E+01,  0.0000E+00
 -87.000,  147.000,  5.1251E-01,  2.3270E+01,  0.0000E+00
 -87.000,  150.000,  5.1273E-01,  2.2491E+01,  0.0000E+00
 -87.000,  153.000,  5.1289E-01,  2.0066E+01,  0.0000E+00
 -87.000,  156.000,  5.1301E-01,  1.9742E+01,  0.0000E+00
 -87.000,  159.000,  5.1307E-01,  1.9427E+01,  0.0000E+00
 -87.000,  162.000,  5.1309E-01,  1.9091E+01,  0.0000E+00
 -87.000,  165.000,  5.1307E-01,  1.8752E+01,  0.0000E+00
 -87.000,  168.000,  5.1299E-01,  1.8421E+01,  0.0000E+00
 -87.000,  171.000,  5.1287E-01,  1.8094E+01,  0.0000E+00
 -87.000,  174.000,  5.1270E-01,  1.7771E+01,  0.0000E+00
 -87.000,  177.000,  5.1248E-01,  1.7448E+01,  0.0000E+00
 -87.000,  180.000,  5.1222E-01,  1.7126E+01,  0.0000E+00
 -85.000, -180.000,  5.2184E-01,  1.9288E+01,  0.0000E+00
 -85.000, -177.000,  5.2132E-01,  1.8606E+01,  0.0000E+00
 -85.000, -174.000,  5.2072E-01,  1.7949E+01,  0.0000E+00
 -85.000, -171.000,  5.2006E-01,  1.7319E+01,  0.0000E+00
 -85.000, -168.000,  5.1933E-01,  1.6716E+01,  0.0000E+00
 -85.000, -165.000,  5.1853E-01,  1.6139E+01,  0.0000E+00
 -85.000, -162.000,  5.1768E-01,  1.5591E+01,  0.0000E+00
 -85.000, -159.000,  5.1676E-01,  1.5070E+01,  0.0000E+00
 -85.000, -156.000,  5.1578E-01,  1.4576E+01,  0.0000E+00
 -85.000, -153.000,  5.1475E-01,  1.4108E+01,  0.0000E+00
 -85.000, -150.000,  5.1367E-01,  1.3665E+01,  0.0000E+00
 -85.000, -147.000,  5.1253E-01,  1.3247E+01,  0.0000E+00
 -85.000, -144.000,  5.1135E-01,  1.2853E+01,  0.0000E+00
 -85.000, -141.000,  5.1013E-01,  1.2481E+01,  0.0000E+00
 -85.000, -138.000,  5.0886E-01,  1.2131E+01,  0.0000E+00
 -85.000, -135.000,  5.0756E-01,  1.1802E+01,  0.0000E+00
 -85.000, -132.000,  5.0622E-01,  1.1493E+01,  0.0000E+00
 -85.000, -129.000,  5.0486E-01,  1.1203E+01,  0.0000E+00
 -85.000, -126.000,  5.0346E-01,  1.0931E+01,  0.0000E+00
 -85.000, -123.000,  5.0204E-01,  1.0676E+01,  0.0000E+00
 -85.000, -120.000,  5.0060E-01,  1.0438E+01,  0.0000E+00
 -85.000, -117.000,  4.9914E-01,  1.0216E+01,  0.0000E+00
 -85.000, -114.000,  4.9767E-01,  1.0007E+01,  0.0000E+00
 -85.000, -111.000,  4.9620E-01,  9.8147E+00,  0.0000E+00
 -85.000, -108.000,  4.9471E-01,  9.6344E+00,  0.0000E+00
 -85.000, -105.000,  4.9322E-01,  9.4684E+00,  0.0000E+00
 -85.000, -102.000,  4.9174E-01,  9.3138E+00,  0.0000E+00
 -85.000,  -99.000,  4.9026E-01,  9.1717E+00,  0.0000E+00
 -85.000,  -96.000,  4.8879E-01,  9.0416E+00,  0.0000E+00
 -85.000,  -93.000,  4.8734E-01,  8.9217E+00,  0.0000E+00
 -85.000,  -90.000,  4.8590E-01,  8.8130E+00,  0.0000E+00
 -85.000,  -87.000,  4.8449E-01,  8.7152E+00,  0.0000E+00
 -85.000,  -84.000,  4.8310E-01,  8.6266E+00,  0.0000E+00
 -85.000,  -81.000,  4.8174E-01,  8.5477E+00,  0.0000E+00
 -85.000,  -78.000,  4.8041E-01,  8.4782E+00,  0.0000E+00
 -85.000,  -75.000,  4.7911E-01,  8.4182E+00,  0.0000E+00
 -85.000,  -72.000,  4.7786E-01,  8.3672E+00,  0.0000E+00
 -85.000,  -69.000,  4.7665E-01,  8.3249E+00,  0.0000E+00
 -85.000,  -66.000,  4.7548E-01,  8.2918E+00,  0.0000E+00
 -85.000,  -63.000,  4.7437E-01,  8.2666E+00,  0.0000E+00
 -85.000,  -60.000,  4.7330E-01,  8.2498E+00,  0.0000E+00
 -85.000,  -57.000,  4.7229E-01,  8.2413E+00,  0.0000E+00
 -85.000,  -54.000,  4.7134E-01,  8.2411E+00,  0.0000E+00
 -85.000,  -51.000,  4.7045E-01,  8.2491E+00,  0.0000E+00
 -85.000,  -48.000,  4.6962E-01,  8.2654E+00,  0.0000E+00
 -85.000,  -45.000,  4.6885E-01,  8.2898E+00,  0.0000E+00
 -85.000,  -42.000,  4.6816E-01,  8.3220E+00,  0.0000E+00
 -85.000,  -39.000,  4.6753E-01,  8.3630E+00,  0.0000E+00
 -85.000,  -36.000,  4.6697E-01,  8.4123E+00,  0.0000E+00
 -85.000,  -33.000,  4.6648E-01,  8.4702E+00,  0.0000E+00
 -85.000,  -30.000,  4.6607E-01,  8.5368E+00,  0.0000E+00
 -85.000,  -27.000,  4.6574E-01,  8.6125E+00,  0.0000E+00
 -85.000,  -24.000,  4.6548E-01,  8.6971E+00,  0.0000E+00
 -85.000,  -21.000,  4.6529E-01,  8.7902E+00,  0.0000E+00
 -85.000,  -18.000,  4.6519E-01,  8.8932E+00,  0.0000E+00
 -85.000,  -15.000,  4.6516E-01,  9.0064E+00,  0.0000E+00
 -85.000,  -12.000,  4.6522E-01,  9.1291E+00,  0.0000E+00
 -85.000,   -9.000,  4.6535E-01,  9.2624E+00,  0.0000E+00
 -85.000,   -6.000,  4.6556E-01,  9.4070E+00,  0.0000E+00
 -85.000,   -3.000,  4.6585E-01,  9.5622E+00,  0.0000E+00
 -85.000,    0.000,  4.6622E-01,  9.7294E+00,  0.0000E+00
 -85.000,    3.000,  4.6667E-01,  9.9086E+00,  0.0000E+00
 -85.000,    6.000,  4.6720E-01,  1.0101E+01,  0.0000E+00
 -85.000,    9.000,  4.6780E-01,  1.0306E+01,  0.0000E+00
 -85.000,   12.000,  4.6848E-01,  1.0526E+01,  0.0000E+00
 -85.000,   15.000,  4.6923E-01,  1.0759E+01,  0.0000E+00
 -85.000,   18.000,  4.7005E-01,  1.1009E+01,  0.0000E+00
 -85.000,   21.000,  4.7094E-01,  1.1274E+01,  0.0000E+00
 -85.000,   24.000,  4.7190E-01,  1.1556E+01,  0.0000E+00
 -85.000,   27.000,  4.7293E-01,  1.1856E+01,  0.0000E+00
 -85.000,   30.000,  4.7402E-01,  1.2175E+01,  0.0000E+00
 -85.000,   33.000,  4.7517E-01,  1.2513E+01,  0.0000E+00
 -85.000,   36.000,  4.7637E-01,  1.2871E+01,  0.0000E+00
 -85.000,   39.000,  4.7763E-01,  1.3251E+01,  0.0000E+00
 -85.000,   42.000,  4.7894E-01,  1.3653E+01,  0.0000E+00
 -85.000,   45.000,  4.8030E-01,  1.4078E+01,  0.0000E+00
 -85.000,   48.000,  4.8170E-01,  1.4528E+01,  0.0000E+00
 -85.000,   51.000,  4.8314E-01,  1.5002E+01,  0.0000E+00
 -85.000,   54.000,  4.8461E-01,  1.5502E+01,  0.0000E+00
 -85.000,   57.000,  4.8611E-01,  1.6028E+01,  0.0000E+00
 -85.000,   60.000,  4.8764E-01,  1.6580E+01,  0.0000E+00
 -85.000,   63.000,  4.8918E-01,  1.7159E+01,  0.0000E+00
 -85.000,   66.000,  4.9075E-01,  1.7766E+01,  0.0000E+00
 -85.000,   69.000,  4.9232E-01,  1.8397E+01,  0.0000E+00
 -85.000,   72.000,  4.9390E-01,  1.9054E+01,  0.0000E+00
 -85.000,   75.000,  4.9549E-01,  1.9734E+01,  0.0000E+00
 -85.000,   78.000,  4.9707E-01,  2.0435E+01,  0.0000E+00
 -85.000,   81.000,  4.9864E-01,  2.1154E+01,  0.0000E+00
 -85.000,   84.000,  5.0020E-01,  2.1888E+01,  0.0000E+00
 -85.000,   87.000,  5.0174E-01,  2.2631E+01,  0.0000E+00
 -85.000,   90.000,  5.0325E-01,  2.3378E+01,  0.0000E+00
 -85.000,   93.000,  5.0474E-01,  2.4122E+01,  0.0000E+00
 -85.000,   96.000,  5.0620E-01,  2.4855E+01,  0.0000E+00
 -85.000,   99.000,  5.0762E-01,  2.5567E+01,  0.0000E+00
 -85.000,  102.000,  5.0900E-01,  2.6250E+01,  0.0000E+00
 -85.000,  105.000,  5.1034E-01,  2.6892E+01,  0.0000E+00
 -85.000,  108.000,  5.1163E-01,  2.7484E+01,  0.0000E+00
 -85.000,  111.000,  5.1286E-01,  2.8012E+01,  0.0000E+00
 -85.000,  114.000,  5.1404E-01,  2.8468E+01,  0.0000E+00
 -85.000,  117.000,  5.1516E-01,  2.8842E+01,  0.0000E+00
 -85.000,  120.000,  5.1622E-01,  2.9124E+01,  0.0000E+00
 -85.000,  123.000,  5.1722E-01,  2.9307E+01,  0.0000E+00
 -85.000,  126.000,  5.1814E-01,  2.9382E+01,  0.0000E+00
 -85.000,  129.000,  5.1900E-01,  2.9333E+01,  0.0000E+00
 -85.000,  132.000,  5.1979E-01,  2.9097E+01,  0.0000E+00
 -85.000,  135.000,  5.2050E-01,  2.8484E+01,  0.0000E+00
 -85.000,  138.000,  5.2113E-01,  2.7390E+01,  0.0000E+00
 -85.000,  141.000,  5.2170E-01, -4.0000E+20, -1.0000E+20
 -85.000,  144.000,  5.2218E-01, -4.0000E+20, -1.0000E+20
 -85.000,  147.000,  5.2258E-01,  2.5494E+01,  0.0000E+00
 -85.000,  150.000,  5.2291E-01,  2.5951E+01,  0.0000E+00
 -85.000,  153.000,  5.2315E-01,  2.5740E+01,  0.0000E+00
 -85.000,  156.000,  5.2332E-01,  2.5166E+01,  0.0000E+00
 -85.000,  159.000,  5.2341E-01,  2.4469E+01,  0.0000E+00
 -85.000,  162.000,  5.2342E-01,  2.3726E+01,  0.0000E+00
 -85.000,  165.000,  5.2335E-01,  2.2968E+01,  0.0000E+00
 -85.000,  168.000,  5.2320E-01,  2.2209E+01,  0.0000E+00
 -85.000,  171.000,  5.2297E-01,  2.1457E+01,  0.0000E+00
 -85.000,  174.000,  5.2267E-01,  2.0716E+01,  0.0000E+00
 -85.000,  177.000,  5.2229E-01,  1.9992E+01,  0.0000E+00
 -85.000,  180.000,  5.2184E-01,  1.9288E+01,  0.0000E+00
