lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000, -180.000,  3.4766E-01,  1.8297E+01,  0.0000E+00
 -89.000, -177.000,  3.4758E-01,  1.8189E+01,  0.0000E+00
 -89.000, -174.000,  3.4750E-01,  1.8078E+01,  0.0000E+00
 -89.000, -171.000,  3.4741E-01,  1.7966E+01,  0.0000E+00
 -89.000, -168.000,  3.4731E-01,  1.7850E+01,  0.0000E+00
 -89.000, -165.000,  3.4721E-01,  1.7734E+01,  0.0000E+00
 -89.000, -162.000,  3.4709E-01,  1.7618E+01,  0.0000E+00
 -89.000, -159.000,  3.4697E-01,  1.7500E+01,  0.0000E+00
 -89.000, -156.000,  3.4685E-01,  1.7383E+01,  0.0000E+00
 -89.000, -153.000,  3.4671E-01,  1.7267E+01,  0.0000E+00
 -89.000, -150.000,  3.4657E-01,  1.7151E+01,  0.0000E+00
 -89.000, -147.000,  3.4642E-01,  1.7036E+01,  0.0000E+00
 -89.000, -144.000,  3.4627E-01,  1.6924E+01,  0.0000E+00
 -89.000, -141.000,  3.4612E-01,  1.6812E+01,  0.0000E+00
 -89.000, -138.000,  3.4595E-01,  1.6702E+01,  0.0000E+00
 -89.000, -135.000,  3.4579E-01,  1.6596E+01,  0.0000E+00
 -89.000, -132.000,  3.4562E-01,  1.6490E+01,  0.0000E+00
 -89.000, -129.000,  3.4545E-01,  1.6388E+01,  0.0000E+00
 -89.000, -126.000,  3.4527E-01,  1.6290E+01,  0.0000E+00
 -89.000, -123.000,  3.4509E-01,  1.6193E+01,  0.0000E+00
 -89.000, -120.000,  3.4491E-01,  1.6100E+01,  0.0000E+00
 -89.000, -117.000,  3.4473E-01,  1.6010E+01,  0.0000E+00
 -89.000, -114.000,  3.4455E-01,  1.5925E+01,  0.0000E+00
 -89.000, -111.000,  3.4437E-01,  1.5842E+01,  0.0000E+00
 -89.000, -108.000,  3.4419E-01,  1.5764E+01,  0.0000E+00
 -89.000, -105.000,  3.4400E-01,  1.5690E+01,  0.0000E+00
 -89.000, -102.000,  3.4382E-01,  1.5619E+01,  0.0000E+00
 -89.000,  -99.000,  3.4365E-01,  1.5552E+01,  0.0000E+00
 -89.000,  -96.000,  3.4347E-01,  1.5491E+01,  0.0000E+00
 -89.000,  -93.000,  3.4329E-01,  1.5433E+01,  0.0000E+00
 -89.000,  -90.000,  3.4312E-01,  1.5380E+01,  0.0000E+00
 -89.000,  -87.000,  3.4295E-01,  1.5330E+01,  0.0000E+00
 -89.000,  -84.000,  3.4279E-01,  1.5286E+01,  0.0000E+00
 -89.000,  -81.000,  3.4263E-01,  1.5246E+01,  0.0000E+00
 -89.000,  -78.000,  3.4248E-01,  1.5210E+01,  0.0000E+00
 -89.000,  -75.000,  3.4233E-01,  1.5179E+01,  0.0000E+00
 -89.000,  -72.000,  3.4218E-01,  1.5153E+01,  0.0000E+00
 -89.000,  -69.000,  3.4205E-01,  1.5131E+01,  0.0000E+00
