'*',    30,     1,     9,    16,     3,     3, 10890,     0
'SPENVIS 4.6.12.3517          - 26-Mar-2025 14:09:00'
'PRJ_DEF', -1,'RAD-ORBITS'
'PRJ_HDR', -1,'Rad-Orbits'
'MOD_ABB', -1,'TPP'
'GRD_TYP', 1, 2
'GRD_LBL', -1,'Grid type: world map at    650.0 km'
'GRD_VAR', -1,' '
'GRD_ALT', 1,    650.0,'km'
'GRD_NLO', 1, 121
'GRD_NLA', 1,  90
'PS Annotation',  6,  1
'Grid type: world map at    650.0 km'
 0.05, 2.00, 0.00
'Planet: Earth'
 0.10, 1.50, 0.00
'Universal time:  0.0 hr'
 0.10, 1.50, 0.00
'PS Annotation',  8,  0
'Trapped particle model: AP-8 MAX'
 0.05, 2.00, 0.00
'Internal magnetic field model: GSFC 12/66 120 Term updated to 1970.0'
 0.10, 1.50, 0.00
'External magnetic field model: None'
 0.10, 1.50, 0.00
'Pitch angle:  90.0 deg'
 0.10, 1.50, 0.00
'B','Gauss', 1,'!8B!3'
'L','!8R!3!dE!n', 1,'!8L!3'
'Flux','cm!u-2!n s!u-1!n', 1,'AP-8 MAX Flux >  50.00 MeV'
  4.3822E-01,  1.6134E+01,  0.0000E+00
  4.3813E-01,  1.6043E+01,  0.0000E+00
  4.3803E-01,  1.5948E+01,  0.0000E+00
  4.3791E-01,  1.5851E+01,  0.0000E+00
  4.3779E-01,  1.5753E+01,  0.0000E+00
  4.3765E-01,  1.5654E+01,  0.0000E+00
  4.3751E-01,  1.5553E+01,  0.0000E+00
  4.3735E-01,  1.5453E+01,  0.0000E+00
  4.3718E-01,  1.5353E+01,  0.0000E+00
  4.3700E-01,  1.5252E+01,  0.0000E+00
  4.3682E-01,  1.5152E+01,  0.0000E+00
  4.3662E-01,  1.5053E+01,  0.0000E+00
  4.3642E-01,  1.4956E+01,  0.0000E+00
  4.3621E-01,  1.4859E+01,  0.0000E+00
  4.3599E-01,  1.4764E+01,  0.0000E+00
  4.3577E-01,  1.4671E+01,  0.0000E+00
  4.3554E-01,  1.4580E+01,  0.0000E+00
  4.3530E-01,  1.4491E+01,  0.0000E+00
  4.3506E-01,  1.4404E+01,  0.0000E+00
  4.3482E-01,  1.4320E+01,  0.0000E+00
  4.3457E-01,  1.4239E+01,  0.0000E+00
  4.3433E-01,  1.4160E+01,  0.0000E+00
  4.3408E-01,  1.4085E+01,  0.0000E+00
  4.3382E-01,  1.4012E+01,  0.0000E+00
  4.3357E-01,  1.3943E+01,  0.0000E+00
  4.3332E-01,  1.3877E+01,  0.0000E+00
  4.3307E-01,  1.3814E+01,  0.0000E+00
  4.3282E-01,  1.3756E+01,  0.0000E+00
  4.3257E-01,  1.3700E+01,  0.0000E+00
  4.3232E-01,  1.3648E+01,  0.0000E+00
  4.3208E-01,  1.3600E+01,  0.0000E+00
  4.3185E-01,  1.3556E+01,  0.0000E+00
  4.3161E-01,  1.3516E+01,  0.0000E+00
  4.3139E-01,  1.3480E+01,  0.0000E+00
  4.3117E-01,  1.3447E+01,  0.0000E+00
  4.3095E-01,  1.3418E+01,  0.0000E+00
  4.3075E-01,  1.3393E+01,  0.0000E+00
  4.3055E-01,  1.3372E+01,  0.0000E+00
  4.3036E-01,  1.3355E+01,  0.0000E+00
  4.3017E-01,  1.3343E+01,  0.0000E+00
  4.3000E-01,  1.3334E+01,  0.0000E+00
  4.2984E-01,  1.3330E+01,  0.0000E+00
  4.2969E-01,  1.3329E+01,  0.0000E+00
  4.2955E-01,  1.3332E+01,  0.0000E+00
  4.2942E-01,  1.3340E+01,  0.0000E+00
  4.2930E-01,  1.3351E+01,  0.0000E+00
  4.2919E-01,  1.3366E+01,  0.0000E+00
  4.2909E-01,  1.3385E+01,  0.0000E+00
  4.2901E-01,  1.3409E+01,  0.0000E+00
  4.2894E-01,  1.3436E+01,  0.0000E+00
  4.2889E-01,  1.3467E+01,  0.0000E+00
