lat,lon,B_Gauss,L_8R_3_dE_n,Flux_cm_u-2_s_u-1_50MeV
 -89.000,   36.000,  3.3577E-01,  1.7290E+01,  0.0000E+00
 -89.000,   39.000,  3.3593E-01,  1.7406E+01,  0.0000E+00
 -89.000,   42.000,  3.3609E-01,  1.7524E+01,  0.0000E+00
 -89.000,   45.000,  3.3625E-01,  1.7641E+01,  0.0000E+00
 -89.000,   48.000,  3.3642E-01,  1.7760E+01,  0.0000E+00
 -89.000,   51.000,  3.3659E-01,  1.7879E+01,  0.0000E+00
 -89.000,   54.000,  3.3676E-01,  1.7996E+01,  0.0000E+00
 -89.000,   57.000,  3.3693E-01,  1.8113E+01,  0.0000E+00
 -89.000,   60.000,  3.3711E-01,  1.8229E+01,  0.0000E+00
 -89.000,   63.000,  3.3729E-01,  1.8344E+01,  0.0000E+00
 -89.000,   66.000,  3.3747E-01,  1.8456E+01,  0.0000E+00
 -89.000,   69.000,  3.3764E-01,  1.8567E+01,  0.0000E+00
 -89.000,   72.000,  3.3782E-01,  1.8674E+01,  0.0000E+00
 -89.000,   75.000,  3.3800E-01,  1.8779E+01,  0.0000E+00
 -89.000,   78.000,  3.3818E-01,  1.8879E+01,  0.0000E+00
 -89.000,   81.000,  3.3835E-01,  1.8975E+01,  0.0000E+00
 -89.000,   84.000,  3.3853E-01,  1.9068E+01,  0.0000E+00
 -89.000,   87.000,  3.3870E-01,  1.9155E+01,  0.0000E+00
 -89.000,   90.000,  3.3887E-01,  1.9237E+01,  0.0000E+00
 -89.000,   93.000,  3.3903E-01,  1.9313E+01,  0.0000E+00
 -89.000,   96.000,  3.3919E-01,  1.9384E+01,  0.0000E+00
 -89.000,   99.000,  3.3935E-01,  1.9449E+01,  0.0000E+00
 -89.000,  102.000,  3.3950E-01,  1.9507E+01,  0.0000E+00
 -89.000,  105.000,  3.3964E-01,  1.9557E+01,  0.0000E+00
 -89.000,  108.000,  3.3978E-01,  1.9600E+01,  0.0000E+00
 -89.000,  111.000,  3.3992E-01,  1.9631E+01,  0.0000E+00
 -89.000,  114.000,  3.4004E-01,  1.9646E+01,  0.0000E+00
 -89.000,  117.000,  3.4017E-01,  1.9623E+01,  0.0000E+00
 -89.000,  120.000,  3.4028E-01,  1.9479E+01,  0.0000E+00
 -89.000,  123.000,  3.4038E-01,  1.9022E+01,  0.0000E+00
 -89.000,  126.000,  3.4048E-01,  1.9076E+01,  0.0000E+00
 -89.000,  129.000,  3.4057E-01,  1.9441E+01,  0.0000E+00
 -89.000,  132.000,  3.4066E-01,  1.9966E+01,  0.0000E+00
 -89.000,  135.000,  3.4073E-01,  2.0393E+01,  0.0000E+00
 -89.000,  138.000,  3.4079E-01,  2.6538E+01,  0.0000E+00
 -89.000,  141.000,  3.4085E-01,  2.5112E+01,  0.0000E+00
 -89.000,  144.000,  3.4090E-01,  1.9655E+01,  0.0000E+00
 -89.000,  147.000,  3.4093E-01,  2.0922E+01,  0.0000E+00
 -89.000,  150.000,  3.4096E-01,  2.3359E+01,  0.0000E+00
 -89.000,  153.000,  3.4098E-01,  2.0286E+01,  0.0000E+00
 -89.000,  156.000,  3.4099E-01,  1.9947E+01,  0.0000E+00
 -89.000,  159.000,  3.4099E-01,  1.9192E+01,  0.0000E+00
 -89.000,  162.000,  3.4099E-01,  1.8629E+01,  0.0000E+00
 -89.000,  165.000,  3.4097E-01,  1.8728E+01,  0.0000E+00
 -89.000,  168.000,  3.4094E-01,  1.8792E+01,  0.0000E+00
 -89.000,  171.000,  3.4091E-01,  1.8763E+01,  0.0000E+00
 -89.000,  174.000,  3.4086E-01,  1.8690E+01,  0.0000E+00
 -89.000,  177.000,  3.4081E-01,  1.8597E+01,  0.0000E+00
 -89.000,  180.000,  3.4074E-01,  1.8494E+01,  0.0000E+00
 -87.000, -180.000,  3.4662E-01,  2.1020E+01,  0.0000E+00
 -87.000, -177.000,  3.4640E-01,  2.0594E+01,  0.0000E+00
 -87.000, -174.000,  3.4616E-01,  2.0172E+01,  0.0000E+00
 -87.000, -171.000,  3.4589E-01,  1.9756E+01,  0.0000E+00
 -87.000, -168.000,  3.4560E-01,  1.9347E+01,  0.0000E+00
 -87.000, -165.000,  3.4529E-01,  1.8945E+01,  0.0000E+00
 -87.000, -162.000,  3.4496E-01,  1.8553E+01,  0.0000E+00
 -87.000, -159.000,  3.4460E-01,  1.8171E+01,  0.0000E+00
 -87.000, -156.000,  3.4423E-01,  1.7800E+01,  0.0000E+00
 -87.000, -153.000,  3.4384E-01,  1.7441E+01,  0.0000E+00
 -87.000, -150.000,  3.4343E-01,  1.7093E+01,  0.0000E+00
 -87.000, -147.000,  3.4300E-01,  1.6758E+01,  0.0000E+00
 -87.000, -144.000,  3.4256E-01,  1.6436E+01,  0.0000E+00
 -87.000, -141.000,  3.4210E-01,  1.6126E+01,  0.0000E+00
 -87.000, -138.000,  3.4164E-01,  1.5829E+01,  0.0000E+00
 -87.000, -135.000,  3.4116E-01,  1.5546E+01,  0.0000E+00
 -87.000, -132.000,  3.4067E-01,  1.5275E+01,  0.0000E+00
 -87.000, -129.000,  3.4017E-01,  1.5017E+01,  0.0000E+00
 -87.000, -126.000,  3.3966E-01,  1.4772E+01,  0.0000E+00
 -87.000, -123.000,  3.3915E-01,  1.4539E+01,  0.0000E+00
 -87.000, -120.000,  3.3863E-01,  1.4318E+01,  0.0000E+00
 -87.000, -117.000,  3.3811E-01,  1.4110E+01,  0.0000E+00
 -87.000, -114.000,  3.3758E-01,  1.3913E+01,  0.0000E+00
 -87.000, -111.000,  3.3705E-01,  1.3729E+01,  0.0000E+00
 -87.000, -108.000,  3.3653E-01,  1.3556E+01,  0.0000E+00
 -87.000, -105.000,  3.3601E-01,  1.3394E+01,  0.0000E+00
 -87.000, -102.000,  3.3549E-01,  1.3243E+01,  0.0000E+00
 -87.000,  -99.000,  3.3497E-01,  1.3103E+01,  0.0000E+00
 -87.000,  -96.000,  3.3446E-01,  1.2974E+01,  0.0000E+00
 -87.000,  -93.000,  3.3396E-01,  1.2855E+01,  0.0000E+00
 -87.000,  -90.000,  3.3346E-01,  1.2746E+01,  0.0000E+00
 -87.000,  -87.000,  3.3298E-01,  1.2648E+01,  0.0000E+00
 -87.000,  -84.000,  3.3251E-01,  1.2559E+01,  0.0000E+00
 -87.000,  -81.000,  3.3205E-01,  1.2480E+01,  0.0000E+00
 -87.000,  -78.000,  3.3160E-01,  1.2411E+01,  0.0000E+00
 -87.000,  -75.000,  3.3117E-01,  1.2352E+01,  0.0000E+00
 -87.000,  -72.000,  3.3075E-01,  1.2302E+01,  0.0000E+00
 -87.000,  -69.000,  3.3035E-01,  1.2261E+01,  0.0000E+00
 -87.000,  -66.000,  3.2997E-01,  1.2229E+01,  0.0000E+00
 -87.000,  -63.000,  3.2961E-01,  1.2206E+01,  0.0000E+00
 -87.000,  -60.000,  3.2927E-01,  1.2193E+01,  0.0000E+00
 -87.000,  -57.000,  3.2895E-01,  1.2189E+01,  0.0000E+00
 -87.000,  -54.000,  3.2866E-01,  1.2194E+01,  0.0000E+00
 -87.000,  -51.000,  3.2838E-01,  1.2208E+01,  0.0000E+00
 -87.000,  -48.000,  3.2813E-01,  1.2231E+01,  0.0000E+00
 -87.000,  -45.000,  3.2791E-01,  1.2263E+01,  0.0000E+00
 -87.000,  -42.000,  3.2771E-01,  1.2305E+01,  0.0000E+00
 -87.000,  -39.000,  3.2753E-01,  1.2355E+01,  0.0000E+00
 -87.000,  -36.000,  3.2738E-01,  1.2414E+01,  0.0000E+00
 -87.000,  -33.000,  3.2726E-01,  1.2483E+01,  0.0000E+00
 -87.000,  -30.000,  3.2716E-01,  1.2561E+01,  0.0000E+00
 -87.000,  -27.000,  3.2710E-01,  1.2649E+01,  0.0000E+00
 -87.000,  -24.000,  3.2706E-01,  1.2747E+01,  0.0000E+00
 -87.000,  -21.000,  3.2704E-01,  1.2854E+01,  0.0000E+00
 -87.000,  -18.000,  3.2706E-01,  1.2971E+01,  0.0000E+00
 -87.000,  -15.000,  3.2710E-01,  1.3098E+01,  0.0000E+00
 -87.000,  -12.000,  3.2717E-01,  1.3236E+01,  0.0000E+00
 -87.000,   -9.000,  3.2727E-01,  1.3384E+01,  0.0000E+00
 -87.000,   -6.000,  3.2740E-01,  1.3542E+01,  0.0000E+00
 -87.000,   -3.000,  3.2755E-01,  1.3712E+01,  0.0000E+00
 -87.000,    0.000,  3.2773E-01,  1.3892E+01,  0.0000E+00
 -87.000,    3.000,  3.2793E-01,  1.4084E+01,  0.0000E+00
 -87.000,    6.000,  3.2817E-01,  1.4287E+01,  0.0000E+00
 -87.000,    9.000,  3.2842E-01,  1.4502E+01,  0.0000E+00
 -87.000,   12.000,  3.2870E-01,  1.4728E+01,  0.0000E+00
 -87.000,   15.000,  3.2901E-01,  1.4966E+01,  0.0000E+00
 -87.000,   18.000,  3.2934E-01,  1.5217E+01,  0.0000E+00
 -87.000,   21.000,  3.2969E-01,  1.5479E+01,  0.0000E+00
 -87.000,   24.000,  3.3006E-01,  1.5755E+01,  0.0000E+00
 -87.000,   27.000,  3.3046E-01,  1.6042E+01,  0.0000E+00
 -87.000,   30.000,  3.3087E-01,  1.6343E+01,  0.0000E+00
 -87.000,   33.000,  3.3130E-01,  1.6655E+01,  0.0000E+00
 -87.000,   36.000,  3.3174E-01,  1.6980E+01,  0.0000E+00
 -87.000,   39.000,  3.3221E-01,  1.7317E+01,  0.0000E+00
 -87.000,   42.000,  3.3268E-01,  1.7666E+01,  0.0000E+00
 -87.000,   45.000,  3.3317E-01,  1.8027E+01,  0.0000E+00
 -87.000,   48.000,  3.3368E-01,  1.8399E+01,  0.0000E+00
 -87.000,   51.000,  3.3419E-01,  1.8782E+01,  0.0000E+00
 -87.000,   54.000,  3.3471E-01,  1.9174E+01,  0.0000E+00
 -87.000,   57.000,  3.3524E-01,  1.9576E+01,  0.0000E+00
 -87.000,   60.000,  3.3577E-01,  1.9985E+01,  0.0000E+00
 -87.000,   63.000,  3.3631E-01,  2.0400E+01,  0.0000E+00
 -87.000,   66.000,  3.3685E-01,  2.0821E+01,  0.0000E+00
 -87.000,   69.000,  3.3739E-01,  2.1246E+01,  0.0000E+00
 -87.000,   72.000,  3.3794E-01,  2.1672E+01,  0.0000E+00
 -87.000,   75.000,  3.3848E-01,  2.2098E+01,  0.0000E+00
 -87.000,   78.000,  3.3901E-01,  2.2520E+01,  0.0000E+00
 -87.000,   81.000,  3.3954E-01,  2.2937E+01,  0.0000E+00
 -87.000,   84.000,  3.4007E-01,  2.3346E+01,  0.0000E+00
 -87.000,   87.000,  3.4058E-01,  2.3744E+01,  0.0000E+00
 -87.000,   90.000,  3.4109E-01,  2.4127E+01,  0.0000E+00
 -87.000,   93.000,  3.4159E-01,  2.4494E+01,  0.0000E+00
 -87.000,   96.000,  3.4207E-01,  2.4840E+01,  0.0000E+00
 -87.000,   99.000,  3.4254E-01,  2.5162E+01,  0.0000E+00
 -87.000,  102.000,  3.4300E-01,  2.5459E+01,  0.0000E+00
 -87.000,  105.000,  3.4343E-01,  2.5727E+01,  0.0000E+00
 -87.000,  108.000,  3.4385E-01,  2.5964E+01,  0.0000E+00
 -87.000,  111.000,  3.4425E-01,  2.6170E+01,  0.0000E+00
 -87.000,  114.000,  3.4464E-01,  2.6343E+01,  0.0000E+00
 -87.000,  117.000,  3.4500E-01,  2.6482E+01,  0.0000E+00
 -87.000,  120.000,  3.4533E-01,  2.6583E+01,  0.0000E+00
 -87.000,  123.000,  3.4565E-01,  2.6646E+01,  0.0000E+00
 -87.000,  126.000,  3.4594E-01,  2.6688E+01,  0.0000E+00
 -87.000,  129.000,  3.4621E-01,  2.6913E+01,  0.0000E+00
 -87.000,  132.000,  3.4645E-01,  2.9112E+01,  0.0000E+00
 -87.000,  135.000,  3.4666E-01, -4.0000E+20, -1.0000E+20
 -87.000,  138.000,  3.4685E-01,  3.0443E+01,  0.0000E+00
 -87.000,  141.000,  3.4702E-01,  2.6045E+01,  0.0000E+00
 -87.000,  144.000,  3.4715E-01,  3.2148E+01,  0.0000E+00
 -87.000,  147.000,  3.4726E-01, -4.0000E+20, -1.0000E+20
 -87.000,  150.000,  3.4734E-01,  2.5626E+01,  0.0000E+00
 -87.000,  153.000,  3.4739E-01,  2.4900E+01,  0.0000E+00
 -87.000,  156.000,  3.4741E-01,  2.4461E+01,  0.0000E+00
 -87.000,  159.000,  3.4741E-01,  2.4035E+01,  0.0000E+00
 -87.000,  162.000,  3.4738E-01,  2.3603E+01,  0.0000E+00
 -87.000,  165.000,  3.4732E-01,  2.3171E+01,  0.0000E+00
 -87.000,  168.000,  3.4723E-01,  2.2739E+01,  0.0000E+00
 -87.000,  171.000,  3.4712E-01,  2.2308E+01,  0.0000E+00
 -87.000,  174.000,  3.4698E-01,  2.1878E+01,  0.0000E+00
 -87.000,  177.000,  3.4681E-01,  2.1448E+01,  0.0000E+00
 -87.000,  180.000,  3.4662E-01,  2.1020E+01,  0.0000E+00
 -85.000, -180.000,  3.5200E-01,  2.3345E+01,  0.0000E+00
 -85.000, -177.000,  3.5163E-01,  2.2480E+01,  0.0000E+00
 -85.000, -174.000,  3.5123E-01,  2.1652E+01,  0.0000E+00
 -85.000, -171.000,  3.5078E-01,  2.0862E+01,  0.0000E+00
 -85.000, -168.000,  3.5029E-01,  2.0110E+01,  0.0000E+00
 -85.000, -165.000,  3.4977E-01,  1.9397E+01,  0.0000E+00
 -85.000, -162.000,  3.4922E-01,  1.8720E+01,  0.0000E+00
 -85.000, -159.000,  3.4863E-01,  1.8081E+01,  0.0000E+00
 -85.000, -156.000,  3.4801E-01,  1.7476E+01,  0.0000E+00
 -85.000, -153.000,  3.4736E-01,  1.6906E+01,  0.0000E+00
 -85.000, -150.000,  3.4668E-01,  1.6369E+01,  0.0000E+00
 -85.000, -147.000,  3.4598E-01,  1.5863E+01,  0.0000E+00
 -85.000, -144.000,  3.4525E-01,  1.5387E+01,  0.0000E+00
 -85.000, -141.000,  3.4450E-01,  1.4940E+01,  0.0000E+00
 -85.000, -138.000,  3.4373E-01,  1.4521E+01,  0.0000E+00
 -85.000, -135.000,  3.4294E-01,  1.4128E+01,  0.0000E+00
 -85.000, -132.000,  3.4213E-01,  1.3759E+01,  0.0000E+00
 -85.000, -129.000,  3.4131E-01,  1.3413E+01,  0.0000E+00
 -85.000, -126.000,  3.4047E-01,  1.3090E+01,  0.0000E+00
 -85.000, -123.000,  3.3963E-01,  1.2788E+01,  0.0000E+00
 -85.000, -120.000,  3.3877E-01,  1.2506E+01,  0.0000E+00
 -85.000, -117.000,  3.3791E-01,  1.2243E+01,  0.0000E+00
 -85.000, -114.000,  3.3705E-01,  1.1999E+01,  0.0000E+00
 -85.000, -111.000,  3.3619E-01,  1.1772E+01,  0.0000E+00
 -85.000, -108.000,  3.3532E-01,  1.1562E+01,  0.0000E+00
 -85.000, -105.000,  3.3446E-01,  1.1367E+01,  0.0000E+00
 -85.000, -102.000,  3.3360E-01,  1.1188E+01,  0.0000E+00
 -85.000,  -99.000,  3.3275E-01,  1.1022E+01,  0.0000E+00
 -85.000,  -96.000,  3.3191E-01,  1.0872E+01,  0.0000E+00
 -85.000,  -93.000,  3.3109E-01,  1.0734E+01,  0.0000E+00
 -85.000,  -90.000,  3.3027E-01,  1.0609E+01,  0.0000E+00
 -85.000,  -87.000,  3.2947E-01,  1.0498E+01,  0.0000E+00
 -85.000,  -84.000,  3.2869E-01,  1.0397E+01,  0.0000E+00
 -85.000,  -81.000,  3.2793E-01,  1.0309E+01,  0.0000E+00
 -85.000,  -78.000,  3.2720E-01,  1.0232E+01,  0.0000E+00
 -85.000,  -75.000,  3.2648E-01,  1.0166E+01,  0.0000E+00
 -85.000,  -72.000,  3.2580E-01,  1.0111E+01,  0.0000E+00
 -85.000,  -69.000,  3.2514E-01,  1.0067E+01,  0.0000E+00
 -85.000,  -66.000,  3.2451E-01,  1.0033E+01,  0.0000E+00
 -85.000,  -63.000,  3.2391E-01,  1.0009E+01,  0.0000E+00
 -85.000,  -60.000,  3.2335E-01,  9.9965E+00,  0.0000E+00
 -85.000,  -57.000,  3.2282E-01,  9.9937E+00,  0.0000E+00
 -85.000,  -54.000,  3.2233E-01,  1.0001E+01,  0.0000E+00
 -85.000,  -51.000,  3.2187E-01,  1.0018E+01,  0.0000E+00
 -85.000,  -48.000,  3.2145E-01,  1.0046E+01,  0.0000E+00
 -85.000,  -45.000,  3.2108E-01,  1.0085E+01,  0.0000E+00
 -85.000,  -42.000,  3.2074E-01,  1.0133E+01,  0.0000E+00
 -85.000,  -39.000,  3.2045E-01,  1.0191E+01,  0.0000E+00
 -85.000,  -36.000,  3.2020E-01,  1.0261E+01,  0.0000E+00
 -85.000,  -33.000,  3.1999E-01,  1.0341E+01,  0.0000E+00
 -85.000,  -30.000,  3.1983E-01,  1.0432E+01,  0.0000E+00
 -85.000,  -27.000,  3.1971E-01,  1.0535E+01,  0.0000E+00
 -85.000,  -24.000,  3.1964E-01,  1.0649E+01,  0.0000E+00
 -85.000,  -21.000,  3.1961E-01,  1.0775E+01,  0.0000E+00
 -85.000,  -18.000,  3.1963E-01,  1.0913E+01,  0.0000E+00
 -85.000,  -15.000,  3.1969E-01,  1.1064E+01,  0.0000E+00
 -85.000,  -12.000,  3.1980E-01,  1.1229E+01,  0.0000E+00
 -85.000,   -9.000,  3.1996E-01,  1.1406E+01,  0.0000E+00
 -85.000,   -6.000,  3.2016E-01,  1.1599E+01,  0.0000E+00
 -85.000,   -3.000,  3.2041E-01,  1.1805E+01,  0.0000E+00
 -85.000,    0.000,  3.2070E-01,  1.2028E+01,  0.0000E+00
 -85.000,    3.000,  3.2104E-01,  1.2267E+01,  0.0000E+00
 -85.000,    6.000,  3.2142E-01,  1.2523E+01,  0.0000E+00
 -85.000,    9.000,  3.2184E-01,  1.2797E+01,  0.0000E+00
 -85.000,   12.000,  3.2230E-01,  1.3090E+01,  0.0000E+00
 -85.000,   15.000,  3.2280E-01,  1.3403E+01,  0.0000E+00
 -85.000,   18.000,  3.2335E-01,  1.3736E+01,  0.0000E+00
 -85.000,   21.000,  3.2393E-01,  1.4092E+01,  0.0000E+00
 -85.000,   24.000,  3.2454E-01,  1.4470E+01,  0.0000E+00
 -85.000,   27.000,  3.2519E-01,  1.4873E+01,  0.0000E+00
 -85.000,   30.000,  3.2588E-01,  1.5301E+01,  0.0000E+00
 -85.000,   33.000,  3.2659E-01,  1.5756E+01,  0.0000E+00
 -85.000,   36.000,  3.2734E-01,  1.6240E+01,  0.0000E+00
 -85.000,   39.000,  3.2811E-01,  1.6752E+01,  0.0000E+00
 -85.000,   42.000,  3.2891E-01,  1.7296E+01,  0.0000E+00
 -85.000,   45.000,  3.2972E-01,  1.7872E+01,  0.0000E+00
 -85.000,   48.000,  3.3056E-01,  1.8482E+01,  0.0000E+00
 -85.000,   51.000,  3.3142E-01,  1.9126E+01,  0.0000E+00
 -85.000,   54.000,  3.3230E-01,  1.9805E+01,  0.0000E+00
 -85.000,   57.000,  3.3318E-01,  2.0522E+01,  0.0000E+00
 -85.000,   60.000,  3.3408E-01,  2.1275E+01,  0.0000E+00
 -85.000,   63.000,  3.3498E-01,  2.2065E+01,  0.0000E+00
 -85.000,   66.000,  3.3589E-01,  2.2892E+01,  0.0000E+00
 -85.000,   69.000,  3.3680E-01,  2.3755E+01,  0.0000E+00
 -85.000,   72.000,  3.3771E-01,  2.4653E+01,  0.0000E+00
 -85.000,   75.000,  3.3862E-01,  2.5581E+01,  0.0000E+00
 -85.000,   78.000,  3.3952E-01,  2.6537E+01,  0.0000E+00
 -85.000,   81.000,  3.4041E-01,  2.7517E+01,  0.0000E+00
 -85.000,   84.000,  3.4130E-01,  2.8514E+01,  0.0000E+00
 -85.000,   87.000,  3.4216E-01,  2.9520E+01,  0.0000E+00
 -85.000,   90.000,  3.4301E-01,  3.0528E+01,  0.0000E+00
 -85.000,   93.000,  3.4384E-01,  3.1525E+01,  0.0000E+00
 -85.000,   96.000,  3.4465E-01,  3.2498E+01,  0.0000E+00
 -85.000,   99.000,  3.4544E-01, -4.0000E+20, -1.0000E+20
 -85.000,  102.000,  3.4619E-01, -4.0000E+20, -1.0000E+20
 -85.000,  105.000,  3.4692E-01, -4.0000E+20, -1.0000E+20
 -85.000,  108.000,  3.4762E-01, -4.0000E+20, -1.0000E+20
 -85.000,  111.000,  3.4829E-01, -4.0000E+20, -1.0000E+20
 -85.000,  114.000,  3.4892E-01, -4.0000E+20, -1.0000E+20
 -85.000,  117.000,  3.4952E-01, -4.0000E+20, -1.0000E+20
 -85.000,  120.000,  3.5007E-01, -4.0000E+20, -1.0000E+20
 -85.000,  123.000,  3.5059E-01, -4.0000E+20, -1.0000E+20
 -85.000,  126.000,  3.5107E-01, -4.0000E+20, -1.0000E+20
 -85.000,  129.000,  3.5150E-01, -4.0000E+20, -1.0000E+20
 -85.000,  132.000,  3.5190E-01, -4.0000E+20, -1.0000E+20
 -85.000,  135.000,  3.5224E-01, -4.0000E+20, -1.0000E+20
 -85.000,  138.000,  3.5255E-01, -4.0000E+20, -1.0000E+20
 -85.000,  141.000,  3.5281E-01, -4.0000E+20, -1.0000E+20
 -85.000,  144.000,  3.5302E-01, -4.0000E+20, -1.0000E+20
 -85.000,  147.000,  3.5319E-01, -4.0000E+20, -1.0000E+20
 -85.000,  150.000,  3.5331E-01, -4.0000E+20, -1.0000E+20
 -85.000,  153.000,  3.5338E-01,  3.2155E+01,  0.0000E+00
 -85.000,  156.000,  3.5341E-01,  3.1187E+01,  0.0000E+00
 -85.000,  159.000,  3.5339E-01,  3.0180E+01,  0.0000E+00
 -85.000,  162.000,  3.5332E-01,  2.9159E+01,  0.0000E+00
 -85.000,  165.000,  3.5321E-01,  2.8140E+01,  0.0000E+00
 -85.000,  168.000,  3.5306E-01,  2.7132E+01,  0.0000E+00
 -85.000,  171.000,  3.5286E-01,  2.6143E+01,  0.0000E+00
 -85.000,  174.000,  3.5262E-01,  2.5179E+01,  0.0000E+00
 -85.000,  177.000,  3.5233E-01,  2.4246E+01,  0.0000E+00
 -85.000,  180.000,  3.5200E-01,  2.3345E+01,  0.0000E+00
