-89.000, -180.000,  4.0189E-01,  1.6918E+01,  0.0000E+00
 -89.000, -177.000,  4.0181E-01,  1.6820E+01,  0.0000E+00
 -89.000, -174.000,  4.0172E-01,  1.6720E+01,  0.0000E+00
 -89.000, -171.000,  4.0161E-01,  1.6617E+01,  0.0000E+00
 -89.000, -168.000,  4.0150E-01,  1.6513E+01,  0.0000E+00
 -89.000, -165.000,  4.0138E-01,  1.6407E+01,  0.0000E+00
 -89.000, -162.000,  4.0124E-01,  1.6301E+01,  0.0000E+00
 -89.000, -159.000,  4.0110E-01,  1.6195E+01,  0.0000E+00
 -89.000, -156.000,  4.0095E-01,  1.6088E+01,  0.0000E+00
 -89.000, -153.000,  4.0079E-01,  1.5982E+01,  0.0000E+00
 -89.000, -150.000,  4.0062E-01,  1.5877E+01,  0.0000E+00
 -89.000, -147.000,  4.0044E-01,  1.5772E+01,  0.0000E+00
 -89.000, -144.000,  4.0026E-01,  1.5669E+01,  0.0000E+00
 -89.000, -141.000,  4.0007E-01,  1.5567E+01,  0.0000E+00
 -89.000, -138.000,  3.9988E-01,  1.5467E+01,  0.0000E+00
 -89.000, -135.000,  3.9968E-01,  1.5368E+01,  0.0000E+00
 -89.000, -132.000,  3.9947E-01,  1.5272E+01,  0.0000E+00
 -89.000, -129.000,  3.9926E-01,  1.5179E+01,  0.0000E+00
 -89.000, -126.000,  3.9905E-01,  1.5087E+01,  0.0000E+00
 -89.000, -123.000,  3.9884E-01,  1.4999E+01,  0.0000E+00
 -89.000, -120.000,  3.9862E-01,  1.4914E+01,  0.0000E+00
 -89.000, -117.000,  3.9840E-01,  1.4831E+01,  0.0000E+00
 -89.000, -114.000,  3.9817E-01,  1.4751E+01,  0.0000E+00
 -89.000, -111.000,  3.9795E-01,  1.4675E+01,  0.0000E+00
 -89.000, -108.000,  3.9773E-01,  1.4603E+01,  0.0000E+00
 -89.000, -105.000,  3.9750E-01,  1.4534E+01,  0.0000E+00
 -89.000, -102.000,  3.9728E-01,  1.4468E+01,  0.0000E+00
 -89.000,  -99.000,  3.9706E-01,  1.4407E+01,  0.0000E+00
 -89.000,  -96.000,  3.9684E-01,  1.4349E+01,  0.0000E+00
 -89.000,  -93.000,  3.9663E-01,  1.4295E+01,  0.0000E+00
 -89.000,  -90.000,  3.9641E-01,  1.4245E+01,  0.0000E+00
 -89.000,  -87.000,  3.9621E-01,  1.4199E+01,  0.0000E+00
 -89.000,  -84.000,  3.9600E-01,  1.4158E+01,  0.0000E+00
 -89.000,  -81.000,  3.9580E-01,  1.4120E+01,  0.0000E+00
 -89.000,  -78.000,  3.9561E-01,  1.4086E+01,  0.0000E+00
 -89.000,  -75.000,  3.9542E-01,  1.4056E+01,  0.0000E+00
 -89.000,  -72.000,  3.9524E-01,  1.4031E+01,  0.0000E+00
 -89.000,  -69.000,  3.9507E-01,  1.4009E+01,  0.0000E+00
 -89.000,  -66.000,  3.9490E-01,  1.3993E+01,  0.0000E+00
 -89.000,  -63.000,  3.9475E-01,  1.3980E+01,  0.0000E+00
 -89.000,  -60.000,  3.9460E-01,  1.3972E+01,  0.0000E+00
 -89.000,  -57.000,  3.9446E-01,  1.3967E+01,  0.0000E+00
 -89.000,  -54.000,  3.9432E-01,  1.3967E+01,  0.0000E+00
 -89.000,  -51.000,  3.9420E-01,  1.3972E+01,  0.0000E+00
 -89.000,  -48.000,  3.9409E-01,  1.3980E+01,  0.0000E+00
 -89.000,  -45.000,  3.9399E-01,  1.3993E+01,  0.0000E+00
 -89.000,  -42.000,  3.9390E-01,  1.4010E+01,  0.0000E+00
 -89.000,  -39.000,  3.9382E-01,  1.4032E+01,  0.0000E+00
 -89.000,  -36.000,  3.9375E-01,  1.4057E+01,  0.0000E+00
 -89.000,  -33.000,  3.9369E-01,  1.4086E+01,  0.0000E+00
 -89.000,  -30.000,  3.9365E-01,  1.4120E+01,  0.0000E+00
 -89.000,  -27.000,  3.9361E-01,  1.4158E+01,  0.0000E+00
 -89.000,  -24.000,  3.9359E-01,  1.4200E+01,  0.0000E+00
 -89.000,  -21.000,  3.9358E-01,  1.4246E+01,  0.0000E+00
 -89.000,  -18.000,  3.9358E-01,  1.4295E+01,  0.0000E+00
 -89.000,  -15.000,  3.9359E-01,  1.4349E+01,  0.0000E+00
 -89.000,  -12.000,  3.9361E-01,  1.4407E+01,  0.0000E+00
 -89.000,   -9.000,  3.9365E-01,  1.4468E+01,  0.0000E+00
 -89.000,   -6.000,  3.9369E-01,  1.4533E+01,  0.0000E+00
 -89.000,   -3.000,  3.9375E-01,  1.4601E+01,  0.0000E+00
 -89.000,    0.000,  3.9382E-01,  1.4673E+01,  0.0000E+00
 -89.000,    3.000,  3.9390E-01,  1.4749E+01,  0.0000E+00
 -89.000,    6.000,  3.9399E-01,  1.4828E+01,  0.0000E+00
 -89.000,    9.000,  3.9410E-01,  1.4909E+01,  0.0000E+00
 -89.000,   12.000,  3.9421E-01,  1.4994E+01,  0.0000E+00
