ND,NS,height,inc,percentage_of_access,min_duration,max_duration,avg_duration,min_waiting_time,max_waiting_time,avg_waiting_time,frequency,fluence,avg_fluence,fluence_rep
11,172,371.995,96.903,11.18,5000,5000,5000.0,45000,34040000,411142.894,3864,2660.448,688.521,0.016
13,172,1166.372,100.223,182.673,5000,5000,5000.0,5000,85000,21002.518,63132,581582.925,9212.173,4.375
15,172,1920.859,104.35,410.656,10000,35000,25905.921,25000,40000,34024.497,27392,3956187.626,144428.578,34.341
11,173,345.986,96.81,11.293,5000,5000,5000.0,30000,34000000,406974.628,3903,2676.741,685.816,0.017
12,173,747.144,98.353,68.585,5000,5000,5000.0,5000,15140000,64124.546,23703,112618.968,4751.253,0.782
13,173,1137.298,100.085,182.69,5000,15000,5580.815,5000,90000,23439.61,56567,581237.815,10275.21,4.372
14,173,1517.565,102.014,340.613,5000,10000,5523.512,5000,75000,9881.707,106559,1761010.766,16526.157,14.267
15,173,1888.875,104.153,410.332,0,10000,6582.206,5000,10000,8656.959,107723,3952640.459,36692.632,34.311
11,174,320.225,96.719,3.909,5000,10000,5487.408,175000,39100000,1297532.52,1231,539.522,438.279,0.003
13,174,1108.503,99.949,158.278,5000,15000,5341.477,5000,120000,26718.649,51204,484828.736,9468.571,3.647
12,175,692.807,98.13,59.907,5000,5000,5000.0,15000,17930000,74110.273,20704,85634.004,4136.109,0.594
13,175,1079.983,99.815,158.159,5000,5000,5000.0,5000,130000,25033.297,54660,484718.262,8867.878,3.646
13,176,1051.733,99.684,136.741,5000,10000,5503.563,15000,570000,32731.931,42934,403680.408,9402.347,3.036
15,176,1794.744,103.586,406.504,5000,45000,34178.668,5000,55000,45698.992,20552,3360025.352,163488.972,29.166
13,177,1023.749,99.556,121.128,5000,70000,42838.722,5000,3455000,293163.766,4886,334611.254,68483.678,2.517
14,177,1398.264,101.382,294.907,5000,10000,5246.684,5000,940000,11654.689,97128,1340018.168,13796.414,10.856
13,178,996.027,99.43,121.024,5000,10000,6194.976,30000,3785000,42434.013,33758,334469.16,9907.848,2.516
15,178,1733.462,103.226,402.485,0,10000,5073.68,5000,20000,6901.946,137079,3067318.143,22376.28,26.626
12,179,587.177,97.71,44.143,5000,5000,5000.0,10000,22250000,101160.93,15256,45520.955,2983.806,0.316
13,179,968.564,99.306,107.838,5000,5000,5000.0,15000,6875000,39046.903,37269,276004.239,7405.732,2.076
14,179,1340.284,101.084,275.431,5000,30000,9761.973,5000,50000,23908.089,48755,1149400.2,23575.022,9.312
15,179,1703.25,103.051,397.89,5000,15000,10271.98,10000,20000,14253.144,66935,2782466.484,41569.679,24.153
13,180,941.355,99.185,107.714,0,5000,4999.865,5000,6860000,39097.002,37227,275822.368,7409.202,2.075
12,181,535.825,97.512,36.469,5000,5000,5000.0,10000,24400000,123286.915,12604,31205.495,2475.84,0.216
13,181,914.397,99.066,96.605,5000,5000,5000.0,5000,9010000,44166.716,33387,225790.794,6762.835,1.698
14,181,1283.374,100.796,256.131,5000,5000,5000.0,5000,50000,13545.267,88519,977996.948,11048.44,7.923
15,181,1643.661,102.711,388.359,0,10000,7166.955,5000,30000,10364.82,93636,2504674.091,26749.05,21.741
16,181,1996.023,104.821,415.063,5000,10000,5017.805,5000,40000,6466.95,142937,4544204.227,31791.658,42.075
15,182,1614.276,102.546,373.483,5000,10000,5008.42,5000,40000,7731.068,128859,2243343.315,17409.287,19.473
13,183,861.218,98.835,86.287,5000,10000,5016.991,20000,11030000,50202.564,29720,182524.196,6141.46,1.373
14,183,1227.502,100.52,232.928,5000,95000,59173.772,5000,320000,182183.502,6802,826141.286,121455.643,6.693
16,183,1934.95,104.438,413.379,5000,115000,92122.775,100000,135000,119602.734,7754,4249213.388,548002.758,39.344
13,184,834.991,98.722,86.093,5000,35000,21243.752,150000,10945000,213139.103,7003,182587.463,26072.749,1.373
15,184,1556.307,102.225,358.098,5000,120000,25686.799,5000,165000,42457.968,24090,1994705.596,82802.224,17.315
12,185,435.905,97.136,23.313,5000,5000,5000.0,30000,29405000,195151.439,8057,12161.356,1509.414,0.084
13,185,809.0,98.612,77.077,5000,10000,5947.575,35000,13440000,67288.438,22394,144986.954,6474.366,1.09
14,185,1172.639,100.254,182.815,5000,5000,5000.0,5000,620000,20982.589,63181,581570.334,9204.829,4.711
16,185,1874.979,104.068,408.917,5000,10000,5138.682,5000,20000,6799.472,137508,3658219.851,26603.687,33.872
13,186,783.242,98.503,77.013,5000,5000,5000.0,15000,13135000,56615.818,26616,144931.783,5445.287,1.09
12,187,387.284,96.958,17.592,5000,5000,5000.0,20000,31075000,259870.044,6080,6496.587,1068.517,0.045
13,187,757.714,98.397,68.68,5000,5000,5000.0,20000,15760000,64053.086,23736,112605.327,4744.073,0.847
14,187,1118.756,99.997,158.263,5000,30000,5367.72,5000,210000,26851.201,50949,484944.088,9518.225,3.928
15,187,1471.294,101.766,314.537,5000,15000,7781.245,10000,35000,15720.482,69850,1544354.293,22109.581,13.405
16,187,1816.078,103.713,406.744,15000,25000,20177.269,20000,35000,26949.157,34834,3361904.494,96512.157,31.128
13,188,732.412,98.292,68.538,5000,5000,5000.0,5000,15620000,64202.482,23687,112584.445,4753.005,0.846
15,188,1443.46,101.619,314.537,5000,1350000,905866.666,5000,4395000,1830250.417,600,1544445.057,2574075.096,13.406
13,189,707.334,98.189,60.011,5000,5000,5000.0,10000,19075000,73973.672,20740,85664.859,4130.417,0.644
16,189,1758.219,103.37,402.902,0,10000,6012.946,5000,10000,8164.96,115786,3069304.015,26508.42,28.419
13,190,682.476,98.089,59.968,5000,5000,5000.0,20000,17790000,74021.665,20725,85442.23,4122.664,0.642
13,191,657.835,97.989,51.863,5000,20000,12155.16,110000,19500000,209915.897,7373,63535.356,8617.3,0.477
14,191,1013.818,99.511,121.154,5000,30000,19082.581,50000,3900000,130549.68,10971,334577.742,30496.558,2.71
15,191,1361.417,101.192,275.645,0,10000,5982.128,10000,35000,14635.088,79623,1150420.348,14448.342,9.986
16,191,1701.371,103.04,397.792,5000,15000,11102.075,10000,20000,15411.78,61915,2782319.675,44937.731,25.762
13,192,633.408,97.892,51.808,5000,10000,5697.874,40000,19860000,97563.49,15712,63514.533,4042.421,0.477
17,192,2005.099,104.879,415.176,0,10000,5085.235,5000,20000,6550.726,141080,4545245.157,32217.501,44.715
13,193,609.192,97.796,44.131,5000,5000,5000.0,15000,22290000,101159.268,15252,45499.544,2983.185,0.342
14,193,962.712,99.28,107.789,5000,5000,5000.0,10000,7235000,39068.078,37252,275894.305,7406.16,2.235
15,193,1307.906,100.919,256.232,5000,15000,6332.16,5000,60000,17144.716,69924,978676.665,13996.291,8.495
16,193,1645.506,102.722,388.307,0,10000,7564.939,5000,30000,10942.816,88698,2505356.263,28245.916,23.197
17,193,1976.141,104.695,414.618,5000,10000,6534.48,5000,10000,8437.733,109643,4540856.009,41414.919,44.672
13,194,585.185,97.702,44.129,5000,5000,5000.0,20000,22805000,101200.0,15251,45439.395,2979.437,0.341
15,194,1281.495,100.787,255.946,5000,5000,5000.0,5000,50000,13558.459,88455,977892.453,11055.253,8.488
17,194,1947.432,104.515,413.446,15000,25000,18430.849,20000,30000,23918.915,38763,4251152.913,109670.379,41.822
14,195,912.481,99.058,96.611,5000,5000,5000.0,5000,8910000,44167.215,33389,225820.872,6763.331,1.829
16,195,1590.599,102.415,373.148,5000,10000,7245.269,5000,15000,11200.573,88996,2241767.509,25189.531,20.757
17,195,1918.969,104.339,410.578,15000,30000,22090.481,25000,35000,29022.916,32117,3956047.183,123176.111,38.919
13,196,537.783,97.519,36.863,5000,5000,5000.0,10000,125340000,111381.191,12740,30643.115,2405.268,0.23
15,196,1229.348,100.529,232.948,5000,60000,36056.52,5000,195000,110996.147,11164,825962.351,73984.445,7.169
17,196,1890.748,104.165,410.26,0,10000,6883.016,5000,15000,9055.303,102997,3952870.378,38378.5,38.888
13,197,514.383,97.43,29.782,5000,5000,5000.0,20000,26965000,151854.352,10293,20373.145,1979.32,0.153
14,197,863.101,98.843,86.206,5000,5000,5000.0,20000,11920000,50094.32,29793,182482.181,6125.001,1.478
15,197,1203.606,100.403,207.068,5000,15000,7931.351,10000,45000,28457.096,45114,694188.512,15387.429,6.025
16,197,1536.621,102.118,357.905,0,15000,10035.536,5000,20000,16602.164,61627,1993568.32,32348.943,18.458
17,197,1862.765,103.994,408.851,0,10000,5028.899,5000,30000,6656.179,140487,3657797.395,26036.554,35.985
13,198,491.18,97.342,29.762,5000,15000,7736.161,85000,26220000,235220.4,6648,20355.846,3061.95,0.153
17,198,1835.019,103.827,408.347,5000,15000,8444.126,5000,15000,11200.77,83564,3654007.634,43727.055,35.947
13,199,468.172,97.256,23.501,5000,10000,5012.961,50000,29085000,194062.345,8101,12287.723,1516.815,0.092
14,199,814.55,98.635,77.037,5000,10000,7522.178,45000,13460000,85149.751,17697,144964.48,8191.472,1.174
15,199,1152.77,100.158,182.734,5000,10000,5015.566,10000,125000,21059.708,62957,581402.014,9234.906,5.046
16,199,1483.55,101.831,339.988,5000,10000,5770.949,5000,25000,10354.364,101803,1761241.134,17300.483,16.307
17,199,1807.505,103.662,406.591,5000,65000,48760.496,5000,85000,65167.268,14409,3361089.409,233263.197,33.066
13,200,445.356,97.171,23.437,5000,5000,5000.0,15000,29425000,194056.673,8100,12264.507,1514.136,0.092
17,200,1780.221,103.5,406.273,5000,15000,12063.372,10000,20000,16144.771,58196,3358615.651,57712.139,33.041
13,201,422.729,97.088,17.491,5000,5000,5000.0,35000,31065000,261412.144,6045,6491.176,1073.809,0.048
14,201,766.805,98.435,68.59,5000,5000,5000.0,10000,15875000,64129.471,23705,112625.607,4751.132,0.912
16,201,1431.36,101.555,314.279,5000,25000,17565.01,20000,80000,35530.452,30918,1543334.506,49917.022,14.29
17,201,1753.163,103.341,402.783,0,10000,5432.23,5000,20000,7380.136,128126,3068760.762,23951.116,30.19
13,202,400.289,97.006,17.543,5000,5000,5000.0,5000,31560000,260629.33,6063,6491.183,1070.622,0.048
15,202,1078.091,99.806,158.217,0,5000,4999.908,5000,185000,25021.945,54681,484698.624,8864.114,4.207
17,202,1726.328,103.184,402.607,5000,10000,5469.12,5000,20000,7435.949,127206,3066446.125,24106.143,30.167
13,203,378.033,96.925,17.543,5000,5000,5000.0,10000,31185000,260649.125,6063,6489.228,1070.299,0.048
15,203,1053.608,99.693,136.666,5000,10000,5327.077,20000,930000,31702.871,44332,403430.58,9100.211,3.502
16,203,1380.028,101.287,294.502,5000,10000,5016.907,5000,30000,11166.597,101437,1338690.769,13197.263,12.395
17,203,1699.714,103.031,397.798,5000,15000,11957.815,10000,20000,16599.314,57485,2782264.151,48399.828,27.371
18,203,2013.188,104.93,415.28,0,10000,5614.052,5000,20000,7228.685,127823,4546181.374,35566.223,47.356
13,204,355.96,96.846,11.443,5000,5000,5000.0,20000,34040000,401554.122,3955,2695.957,681.657,0.02
13,205,334.065,96.768,11.177,5000,10000,5039.133,70000,34765000,414359.342,3833,2662.869,694.721,0.02
14,205,673.651,98.053,51.944,5000,10000,5024.911,30000,19385000,85768.95,17863,63560.922,3558.244,0.514
16,205,1329.533,101.029,275.295,5000,85000,10875.111,5000,155000,26651.044,43743,1148825.41,26263.068,10.637
17,205,1647.136,102.731,388.373,5000,15000,7963.334,5000,15000,11515.829,84275,2505547.525,29730.614,24.649
18,205,1958.568,104.585,413.781,5000,15000,10779.987,10000,20000,13969.876,66328,4251995.856,64105.594,44.291
13,206,312.349,96.691,3.894,5000,5000,5000.0,60000,39135000,1186973.977,1346,540.062,401.235,0.004
15,206,981.348,99.364,121.041,5000,5000,5000.0,5000,3560000,34240.156,41832,334406.846,7994.043,2.902
17,206,1621.166,102.585,373.472,5000,10000,5025.776,5000,40000,7758.334,128410,2243597.634,17472.141,22.072
14,207,628.201,97.871,51.877,5000,10000,5013.702,30000,19400000,86551.261,17880,63447.56,3548.521,0.514
16,207,1279.852,100.779,255.986,5000,5000,5000.0,5000,70000,13555.353,88469,978927.122,11065.199,9.064
17,207,1595.406,102.441,373.159,0,10000,6336.861,5000,30000,9795.785,101757,2242015.563,22033.035,22.056
15,208,934.142,99.153,107.745,5000,5000,5000.0,5000,6785000,39083.279,37237,275779.091,7406.05,2.393
17,208,1569.852,102.3,358.168,5000,30000,17201.161,5000,40000,28423.707,35981,1994997.262,55445.853,19.626
14,209,583.478,97.696,44.239,5000,5000,5000.0,20000,21550000,100927.851,15289,45523.799,2977.552,0.368
15,209,910.821,99.05,96.539,5000,5000,5000.0,5000,9160000,44202.259,33364,225822.017,6768.433,1.96
16,209,1230.964,100.537,232.986,5000,45000,26978.489,5000,145000,83016.351,14923,826161.094,55361.595,7.649
17,209,1544.502,102.161,357.954,5000,25000,14883.18,5000,30000,24616.569,41560,1993873.021,47975.77,19.615
18,209,1851.947,103.929,408.544,5000,10000,5577.796,5000,20000,7392.467,126567,3656096.723,28886.65,38.084
17,210,1519.353,102.024,340.425,5000,10000,5675.89,5000,290000,10163.498,103641,1762909.686,17009.771,17.343
14,211,539.462,97.526,36.446,5000,5000,5000.0,10000,24260000,123407.701,12596,31201.426,2477.09,0.252
15,211,864.733,98.85,86.218,5000,5000,5000.0,20000,11390000,50072.996,29797,182492.264,6124.518,1.584
16,211,1182.85,100.303,206.776,0,10000,5147.298,5000,775000,18501.282,69417,693975.214,9997.193,6.425
17,211,1494.403,101.89,340.057,0,10000,5054.969,5000,40000,9066.884,116246,1761331.889,15151.763,17.327
18,211,1799.903,103.617,406.475,5000,110000,60389.476,5000,145000,80757.523,11631,3360278.326,288907.086,35.002
15,212,841.962,98.752,86.197,5000,15000,9627.068,60000,11065000,96456.273,15472,182382.532,11787.909,1.583
17,212,1469.65,101.757,314.354,5000,15000,8220.787,10000,35000,16623.206,66077,1544570.04,23375.305,15.195
14,213,496.136,97.361,29.782,5000,10000,5538.635,55000,26610000,168313.959,9292,20371.38,2192.356,0.165
16,213,1135.491,100.076,182.65,5000,15000,5729.482,5000,880000,24070.362,55087,581186.472,10550.338,5.381
17,213,1445.09,101.627,314.267,5000,160000,110019.246,5000,495000,222580.547,4936,1543203.232,312642.47,15.181
15,214,796.951,98.561,77.071,5000,5000,5000.0,20000,13075000,56563.731,26636,144989.697,5443.373,1.258
17,214,1420.722,101.499,294.939,5000,15000,9344.266,10000,45000,20753.928,54542,1339694.895,24562.628,13.179
19,214,2020.442,104.977,415.321,5000,10000,6495.207,5000,10000,8361.917,110493,4546835.116,41150.435,49.994
14,215,453.483,97.201,23.394,5000,5000,5000.0,20000,29280000,194421.697,8085,12279.425,1518.79,0.099
16,215,1088.866,99.857,158.194,5000,10000,5000.091,10000,170000,25025.699,54671,484800.069,8867.591,4.488
17,215,1396.543,101.373,294.62,0,10000,5151.946,5000,40000,11460.477,98818,1339419.205,13554.405,13.177
18,215,1698.242,103.022,397.815,5000,20000,12837.547,15000,20000,17819.392,53548,2782219.213,51957.481,28.981
19,215,1994.402,104.811,415.046,0,10000,5034.819,5000,30000,6489.431,142448,4543432.891,31895.378,49.956
17,216,1372.551,101.249,275.581,0,10000,5189.396,5000,60000,12699.697,91765,1149940.039,12531.357,11.313
19,216,1968.562,104.648,413.796,5000,10000,7858.359,5000,15000,10183.097,90991,4253490.853,46746.28,46.768
15,217,730.734,98.285,68.582,5000,5000,5000.0,5000,15415000,64136.323,23702,112579.626,4749.794,0.977
16,217,1042.959,99.644,136.637,5000,10000,6932.178,15000,555000,41264.57,34060,403286.875,11840.483,3.734
17,217,1348.743,101.127,275.532,5000,15000,8123.944,5000,30000,19886.359,58607,1149272.828,19609.821,11.306
18,217,1648.585,102.739,388.532,5000,15000,8357.108,10000,15000,12076.902,80337,2505643.91,31189.164,26.1
19,217,1942.922,104.487,413.434,10000,35000,25910.887,25000,40000,33628.45,27572,4250016.958,154142.498,46.73
15,218,708.999,98.196,59.898,5000,5000,5000.0,10000,17520000,74114.734,20701,85668.886,4138.393,0.743
17,218,1325.117,101.006,275.405,5000,35000,10030.35,5000,60000,24568.869,47446,1148909.977,24215.107,11.302
19,218,1917.478,104.329,410.555,15000,25000,19790.225,20000,30000,26003.849,35848,3955749.629,110347.847,43.494
14,219,370.129,96.896,11.151,5000,5000,5000.0,30000,34110000,412152.867,3854,2669.91,692.763,0.021
16,219,997.752,99.438,121.07,5000,10000,6539.242,30000,3260000,44771.817,31993,334498.436,10455.363,3.097
17,219,1301.671,100.888,256.076,5000,10000,5632.924,10000,50000,15264.146,78556,978156.418,12451.708,9.623
19,219,1892.227,104.174,410.338,0,10000,7143.008,5000,15000,9394.304,99267,3953116.606,39823.069,43.465
17,220,1278.403,100.772,255.923,5000,5000,5000.0,5000,220000,13559.742,88447,977803.897,11055.252,9.619
19,220,1867.168,104.021,408.955,5000,15000,5009.534,5000,120000,6627.618,141066,3656453.37,25920.16,40.204
14,221,329.397,96.751,11.235,5000,15000,7177.449,140000,33900000,587315.088,2705,2671.767,987.714,0.021
15,221,644.781,97.937,51.834,5000,20000,13022.681,115000,19405000,225022.538,6878,63532.299,9237.03,0.551
16,221,953.228,99.238,107.728,5000,5000,5000.0,10000,6655000,39090.786,37231,275826.505,7408.517,2.553
18,221,1551.523,102.199,358.017,5000,40000,20923.126,5000,60000,34596.171,29568,1994194.836,67444.359,20.772
19,221,1842.298,103.87,408.616,5000,10000,6907.822,5000,15000,9152.228,102216,3654609.559,35753.791,40.183
17,222,1232.391,100.544,232.934,5000,35000,22119.58,40000,120000,68086.392,18197,826073.81,45396.153,8.126
19,222,1817.615,103.722,406.75,5000,25000,18116.011,20000,30000,24195.427,38798,3361833.639,86649.663,36.964
15,223,602.77,97.771,44.16,5000,5000,5000.0,15000,21705000,101093.637,15262,45507.813,2981.772,0.395
16,223,909.37,99.044,96.793,5000,5000,5000.0,5000,9950000,44073.271,33452,225823.69,6750.678,2.09
17,223,1209.643,100.433,207.146,0,20000,10774.162,20000,65000,38637.95,33223,694251.063,20896.699,6.83
18,223,1504.083,101.942,340.124,5000,10000,5005.024,5000,50000,8974.435,117429,1761802.605,15003.13,18.352
19,223,1793.116,103.576,406.603,5000,35000,28520.803,5000,45000,38115.815,24635,3359288.976,136362.45,36.936
15,224,581.999,97.69,44.152,5000,5000,5000.0,20000,21740000,101116.463,15259,45513.616,2982.739,0.395
17,224,1187.065,100.323,206.912,5000,10000,5381.391,5000,50000,19326.083,66441,694113.328,10447.063,6.828
19,224,1768.8,103.433,402.962,5000,10000,7909.132,5000,15000,10737.002,88040,3070063.787,34871.237,33.756
16,225,866.163,98.856,86.223,5000,5000,5000.0,20000,10840000,50081.884,29799,182494.952,6124.197,1.689
17,225,1164.654,100.215,182.769,5000,5000,5000.0,5000,220000,20988.616,63165,581534.774,9206.598,5.721
19,225,1744.664,103.291,402.688,0,10000,5037.573,5000,30000,6846.81,138131,3068096.124,22211.495,33.734
15,226,540.918,97.531,36.443,5000,5000,5000.0,10000,23885000,123421.867,12595,31190.035,2476.382,0.27
17,226,1142.409,100.109,182.569,5000,10000,5260.63,5000,135000,22113.091,59970,581251.237,9692.366,5.718
19,226,1720.707,103.152,397.986,0,10000,6069.742,5000,20000,8418.871,113303,2783743.903,24569.022,30.608
15,227,520.604,97.453,29.794,5000,5000,5000.0,15000,26420000,151849.747,10297,20371.374,1978.379,0.176
16,227,823.591,98.674,77.129,5000,25000,16139.501,120000,14090000,182457.914,8258,145042.733,17563.905,1.342
17,227,1120.327,100.004,158.31,5000,80000,5370.344,5000,700000,26856.865,50939,485012.657,9521.44,4.771
18,227,1411.297,101.45,294.725,5000,10000,6757.041,5000,30000,15023.285,75371,1339780.419,17775.807,13.956
19,227,1696.925,103.015,397.936,10000,20000,13746.101,15000,25000,19070.227,50024,2781903.422,55611.374,30.588
20,227,1977.583,104.705,414.742,0,10000,6331.778,5000,10000,8171.637,113187,4540791.037,40117.602,52.555
17,228,1098.406,99.901,158.284,5000,10000,5066.312,5000,85000,25340.551,53987,484891.602,8981.636,4.77
15,229,480.419,97.302,29.771,5000,35000,23609.453,300000,26055000,717993.572,2179,20361.746,9344.537,0.176
16,229,781.64,98.497,76.964,5000,5000,5000.0,15000,13245000,56654.071,26599,144911.683,5448.012,1.341
17,229,1076.645,99.8,158.203,5000,5000,5000.0,5000,120000,25024.783,54675,484532.63,8862.05,4.766
18,229,1365.919,101.215,275.824,5000,10000,5554.94,5000,80000,13577.464,85802,1149525.51,13397.42,11.974
19,229,1649.882,102.747,388.388,0,15000,8737.144,10000,15000,12633.994,76814,2505505.497,32617.823,27.548
20,229,1928.903,104.4,413.197,85000,120000,97688.466,110000,145000,126915.024,7309,4248175.48,581225.267,49.168
17,230,1055.042,99.699,136.712,0,10000,5225.277,20000,330000,31084.826,45211,403338.231,8921.241,3.968
19,230,1626.616,102.615,388.145,5000,10000,5152.172,5000,20000,7457.866,130181,2504180.099,19236.141,27.534
16,231,740.295,98.325,68.53,5000,5000,5000.0,5000,15730000,64185.491,23684,112537.035,4751.605,1.042
17,231,1033.595,99.601,136.539,5000,20000,11087.406,25000,500000,66057.145,21280,403305.572,18952.329,3.967
19,231,1603.518,102.486,373.304,5000,10000,5401.058,5000,20000,8343.799,119434,2242353.288,18774.832,24.655
20,231,1880.927,104.105,410.127,0,10000,5550.29,5000,20000,7306.165,127687,3951397.365,30945.964,45.733
15,232,421.227,97.082,17.537,5000,5000,5000.0,35000,31085000,260677.392,6061,6496.889,1071.917,0.056
17,232,1012.302,99.504,121.085,5000,25000,15790.129,65000,3430000,108092.452,13251,334594.59,25250.516,3.291
19,232,1580.586,102.359,373.133,0,15000,10526.766,10000,20000,16274.612,61251,2241188.065,36590.228,24.642
15,233,401.779,97.011,17.566,5000,5000,5000.0,5000,31455000,260206.754,6071,6492.651,1069.453,0.056
16,233,699.542,98.158,59.881,5000,5000,5000.0,15000,17585000,74149.27,20695,85677.73,4140.02,0.793
17,233,991.162,99.408,121.056,5000,10000,5495.323,15000,3425000,37629.843,38066,334486.886,8787.024,3.29
18,233,1277.115,100.765,256.041,0,10000,5000.226,5000,160000,13552.32,88484,977809.434,11050.692,10.185
19,233,1557.819,102.234,357.96,0,325000,26311.412,5000,470000,43518.802,23509,1993638.816,84803.216,21.92
20,233,1833.638,103.818,408.478,5000,15000,8820.919,10000,15000,11693.972,80020,3653564.719,45658.144,42.286
17,234,970.172,99.313,107.777,5000,5000,5000.0,15000,6980000,39072.274,37248,276076.51,7411.847,2.716
19,234,1535.213,102.11,357.893,5000,15000,9429.307,10000,20000,15599.899,65587,1992938.311,30386.178,21.913
16,235,659.369,97.996,51.843,5000,15000,10226.598,90000,19665000,174917.798,8760,63537.4,7253.127,0.588
17,235,949.331,99.22,107.815,5000,5000,5000.0,10000,7815000,39056.494,37261,275836.855,7402.83,2.713
18,235,1233.66,100.55,232.954,5000,30000,19075.249,30000,105000,58715.287,21103,825927.697,39137.928,8.603
19,235,1512.768,101.989,340.286,5000,10000,5218.821,5000,45000,9350.897,112672,1762319.644,15641.149,19.377
15,236,344.26,96.804,11.192,5000,5000,5000.0,35000,34180000,410649.081,3868,2670.26,690.346,0.023
17,236,928.638,99.129,107.798,5000,5000,5000.0,5000,6900000,39061.979,37255,275659.534,7399.262,2.711
19,236,1490.482,101.869,340.141,0,10000,5196.309,5000,30000,9316.821,113112,1761175.23,15570.189,19.364
16,237,619.761,97.838,44.12,5000,5000,5000.0,20000,22190000,101187.118,15248,45505.703,2984.371,0.421
17,237,908.09,99.038,96.588,5000,5000,5000.0,5000,8925000,44177.651,33381,225796.688,6764.227,2.221
19,237,1468.353,101.75,314.56,5000,15000,8621.778,10000,40000,17416.645,63045,1544356.404,24496.096,16.98
20,237,1741.06,103.27,402.589,5000,10000,5006.945,5000,70000,6808.105,138942,3067604.139,22078.307,35.504
15,238,306.587,96.671,3.909,5000,5000,5000.0,80000,39150000,1182448.148,1351,541.497,400.812,0.004
19,238,1446.378,101.634,314.163,5000,95000,65438.162,5000,295000,132429.174,8296,1541991.772,185871.718,16.954
16,239,580.706,97.685,44.186,5000,5000,5000.0,20000,21810000,101058.611,15271,45500.604,2979.543,0.421
17,239,867.424,98.861,86.177,5000,5000,5000.0,20000,11345000,50097.71,29783,182477.49,6126.9,1.795
18,239,1148.572,100.138,182.711,0,10000,5047.319,10000,90000,21195.805,62553,581253.773,9292.18,6.054
19,239,1424.557,101.519,294.95,5000,20000,11178.799,15000,50000,24826.614,45593,1339532.827,29380.23,14.728
20,239,1695.741,103.008,397.728,0,20000,14668.438,15000,25000,20368.492,46854,2781943.954,59374.737,32.198
17,240,847.304,98.775,86.14,5000,10000,7118.263,40000,11240000,71365.136,20911,182424.078,8723.833,1.794
19,240,1402.888,101.406,294.615,5000,10000,5621.818,5000,35000,12505.907,90557,1339250.761,14789.036,14.725
16,241,542.193,97.536,36.432,5000,5000,5000.0,10000,24795000,123403.891,12591,31211.817,2478.899,0.288
17,241,827.322,98.689,86.116,5000,65000,39746.26,5000,10975000,398613.411,3744,182356.417,48706.308,1.794
18,241,1106.912,99.941,158.318,5000,15000,5281.88,5000,215000,26412.132,51795,484933.215,9362.548,5.051
19,241,1381.368,101.294,294.861,5000,10000,5004.665,5000,30000,11119.509,101809,1338786.357,13149.98,14.72
20,241,1651.049,102.753,388.475,5000,15000,9115.394,10000,20000,13176.04,73643,2505926.881,34028.039,29.003
17,242,807.478,98.605,77.016,5000,10000,5665.361,30000,13140000,64151.34,23491,145056.575,6174.985,1.427
19,242,1359.997,101.184,275.616,0,10000,6158.546,10000,35000,15068.599,77334,1149813.45,14868.149,12.642
16,243,504.208,97.391,30.112,5000,5000,5000.0,30000,29040000,150165.769,10407,20356.122,1956.002,0.188
17,243,787.771,98.522,77.034,5000,5000,5000.0,15000,13145000,56593.043,26623,144900.502,5442.681,1.425
19,243,1338.773,101.076,275.442,5000,35000,10051.634,5000,60000,24615.847,47352,1149390.861,24273.332,12.637
20,243,1606.972,102.506,373.258,0,10000,5187.517,5000,30000,8015.506,124335,2242701.322,18037.57,25.957
17,244,768.198,98.44,68.547,5000,5000,5000.0,10000,15335000,64167.546,23690,112661.913,4755.673,1.108
19,244,1317.693,100.969,256.177,5000,20000,7816.693,5000,40000,21170.56,56632,978562.634,17279.323,10.759
16,245,466.741,97.25,23.423,5000,5000,5000.0,45000,29220000,194221.645,8095,12275.735,1516.459,0.113
17,245,748.758,98.36,68.642,5000,5000,5000.0,5000,15165000,64074.066,23723,112611.076,4746.915,1.107
18,245,1025.296,99.563,136.611,5000,50000,30152.637,75000,550000,179545.861,7829,403298.329,51513.389,4.201
19,245,1296.758,100.863,256.07,5000,10000,5309.264,5000,215000,14385.903,83343,978013.668,11734.802,10.753
17,246,729.45,98.28,68.561,5000,5000,5000.0,5000,14980000,64180.594,23695,112594.074,4751.807,1.107
19,246,1275.964,100.759,255.931,5000,10000,5004.356,5000,80000,13571.493,88373,977717.847,11063.535,10.75
16,247,429.78,97.114,23.37,5000,5000,5000.0,10000,28950000,194679.296,8077,12270.208,1519.154,0.113
17,247,710.273,98.201,59.849,5000,5000,5000.0,10000,17990000,74182.662,20684,85600.592,4138.493,0.842
18,247,985.316,99.382,121.03,5000,10000,5061.471,20000,3520000,34666.618,41320,334369.016,8092.183,3.483
20,247,1520.606,102.031,340.451,5000,10000,5796.858,5000,120000,10378.676,101486,1762365.817,17365.605,20.397
17,248,691.225,98.124,59.93,5000,5000,5000.0,15000,17240000,74085.51,20712,85655.152,4135.532,0.842
19,248,1234.795,100.556,232.844,5000,30000,16984.17,30000,90000,52309.088,23690,826097.743,34871.158,9.083
16,249,393.314,96.98,17.514,5000,5000,5000.0,40000,31520000,261017.845,6053,6484.365,1071.264,0.06
17,249,672.304,98.048,51.857,5000,10000,5135.832,35000,19545000,87810.225,17448,63548.981,3642.192,0.625
