ND,NS,height,inc,percentage_of_access,min_duration,max_duration,avg_duration,min_waiting_time,max_waiting_time,avg_waiting_time,frequency,fluence,avg_fluence,fluence_rep
15,173,1888.875,104.153,410.069,10000,20000,12555.148,10000,20000,16531.415,56439,3687769.43,65340.8,32.011
11,174,320.225,96.719,3.888,10000,10000,10000.0,170000,39840000,2430283.159,672,537.039,799.166,0.003
13,174,1108.503,99.949,158.194,10000,20000,13260.247,20000,320000,66371.398,20615,361020.669,17512.523,2.716
12,175,692.807,98.13,60.15,10000,10000,10000.0,10000,20100000,147924.564,10394,85831.327,8257.776,0.596
13,175,1079.983,99.815,158.229,10000,20000,10247.357,10000,310000,51276.563,26682,484016.175,18140.175,3.641
13,176,1051.733,99.684,136.579,10000,10000,10000.0,10000,1350000,59552.118,23601,404192.641,17126.081,3.04
15,176,1794.744,103.586,406.197,10000,50000,34417.475,30000,60000,46079.046,20394,453291.042,22226.686,3.934
13,177,1023.749,99.556,121.25,10000,70000,43468.879,120000,4100000,297130.109,4820,16908.339,3507.954,0.127
14,177,1398.264,101.382,295.243,10000,30000,15270.735,10000,910000,33864.942,33409,1109526.169,33210.397,8.989
13,178,996.027,99.43,121.151,10000,10000,10000.0,30000,3860000,68416.451,20935,335043.202,16003.974,2.52
15,178,1733.462,103.226,402.424,0,50000,41159.514,40000,70000,56008.642,16895,417284.347,24698.688,3.622
12,179,587.177,97.71,44.328,10000,10000,10000.0,30000,22500000,204291.682,7660,45625.646,5956.35,0.316
13,179,968.564,99.306,107.841,0,10000,9999.463,10000,7020000,78088.006,18636,276454.018,14834.407,2.079
14,179,1340.284,101.084,275.549,10000,40000,23762.351,30000,110000,58163.397,20038,299000.414,14921.669,2.422
15,179,1703.25,103.051,397.754,0,20000,10590.283,10000,40000,14703.852,64901,2758279.219,42499.795,23.943
13,180,941.355,99.185,107.725,10000,20000,10026.932,40000,7100000,78395.819,18565,276184.309,14876.612,2.077
12,181,535.825,97.512,36.539,10000,10000,10000.0,20000,25390000,250015.84,6314,31285.163,4954.888,0.217
13,181,914.397,99.066,96.62,10000,20000,14089.451,80000,9460000,124443.412,11850,158592.946,13383.37,1.193
14,181,1283.374,100.796,256.076,10000,40000,16647.855,10000,80000,45111.93,26580,740974.738,27877.153,6.003
15,181,1643.661,102.711,388.02,0,20000,10230.705,10000,60000,14817.278,65538,2499496.462,38138.125,21.697
16,181,1996.023,104.821,414.965,10000,150000,113819.047,10000,180000,146775.678,6300,41196.807,6539.175,0.381
15,182,1614.276,102.546,373.321,10000,80000,49914.887,10000,120000,77108.256,12924,295054.572,22829.973,2.561
13,183,861.218,98.835,86.278,10000,10000,10000.0,20000,11530000,100077.81,14909,182729.555,12256.325,1.374
14,183,1227.502,100.52,233.136,10000,100000,59533.027,10000,320000,183071.238,6767,19303.679,2852.619,0.156
16,183,1934.95,104.438,413.078,10000,120000,92055.713,100000,140000,119668.515,7754,25483.429,3286.488,0.235
13,184,834.991,98.722,86.134,10000,40000,22446.086,150000,11860000,225116.138,6631,49616.954,7482.574,0.373
15,184,1556.307,102.225,358.153,10000,140000,96656.254,10000,200000,159740.706,6403,13773.899,2151.163,0.119
12,185,435.905,97.136,23.628,10000,10000,10000.0,60000,29400000,392099.461,4083,12441.981,3047.264,0.086
13,185,809.0,98.612,77.146,10000,10000,10000.0,30000,13830000,113144.036,13331,145431.098,10909.241,1.094
14,185,1172.639,100.254,182.818,10000,320000,12398.351,10000,1560000,51985.164,25480,524707.337,20592.909,4.251
16,185,1874.979,104.068,408.611,0,50000,33158.636,30000,50000,43933.687,21294,708332.21,33264.403,6.558
13,186,783.242,98.503,77.193,0,10000,9999.25,10000,14090000,113066.946,13340,145284.376,10890.882,1.092
12,187,387.284,96.958,17.627,10000,10000,10000.0,40000,31800000,528525.451,3046,6501.112,2134.311,0.045
13,187,757.714,98.397,68.732,10000,10000,10000.0,40000,16020000,128216.571,11877,112826.753,9499.6,0.848
14,187,1118.756,99.997,158.159,0,110000,61930.659,150000,430000,310099.728,4413,9001.226,2039.706,0.072
15,187,1471.294,101.766,314.635,0,20000,10006.257,10000,240000,20206.5,54335,1545158.749,28437.632,13.412
16,187,1816.078,103.713,406.331,10000,30000,20156.743,20000,40000,26969.827,34834,1547081.818,44412.982,14.324
13,188,732.412,98.292,68.859,0,30000,15844.207,110000,16080000,202762.018,7510,65728.67,8752.153,0.494
15,188,1443.46,101.619,314.843,10000,1360000,915909.09,10000,4400000,1849207.419,594,459.905,774.251,0.003
13,189,707.334,98.189,60.208,10000,10000,10000.0,20000,24110000,147790.06,10404,85470.986,8215.204,0.643
16,189,1758.219,103.37,402.656,0,20000,14383.255,10000,30000,19551.618,48375,2559676.422,52913.207,23.7
13,190,682.476,98.089,60.428,10000,10000,10000.0,20000,18090000,147216.741,10442,86340.609,8268.589,0.649
13,191,657.835,97.989,52.042,10000,20000,13786.601,110000,19750000,237893.284,6523,47058.265,7214.205,0.354
14,191,1013.818,99.511,121.14,10000,30000,20064.219,110000,4180000,137286.234,10433,121956.212,11689.467,0.988
15,191,1361.417,101.192,275.763,10000,10000,10000.0,10000,100000,24449.224,47652,1150436.816,24142.466,9.986
16,191,1701.371,103.04,397.592,10000,20000,11218.078,10000,40000,15586.271,61244,2709289.679,44237.634,25.086
13,192,633.408,97.892,52.013,10000,10000,10000.0,40000,20100000,172640.48,8988,63639.507,7080.497,0.478
17,192,2005.099,104.879,414.849,10000,60000,43809.814,40000,70000,56515.095,16363,404316.577,24709.196,3.977
13,193,609.192,97.796,44.224,10000,10000,10000.0,10000,22470000,204782.096,7642,45598.625,5966.844,0.343
14,193,962.712,99.28,107.795,10000,10000,10000.0,10000,7600000,78127.348,18627,276399.561,14838.651,2.239
15,193,1307.906,100.919,256.255,10000,20000,10100.593,10000,80000,27344.829,43840,977572.276,22298.637,8.485
16,193,1645.506,102.722,388.206,0,20000,10061.796,10000,60000,14561.04,66670,2505264.909,37577.094,23.196
17,193,1976.141,104.695,414.554,0,20000,13139.696,10000,20000,16971.586,54518,4142901.293,75991.439,40.757
13,194,585.185,97.702,44.27,10000,10000,10000.0,30000,22800000,204595.371,7650,45588.614,5959.296,0.342
15,194,1281.495,100.787,256.186,0,60000,17855.443,10000,120000,48358.744,24793,684336.373,27601.999,5.94
17,194,1947.432,104.515,413.009,10000,30000,18411.371,20000,30000,23938.135,38763,2392725.269,61727.04,23.539
14,195,912.481,99.058,96.678,0,20000,12228.077,60000,9200000,107934.265,13662,194635.748,14246.504,1.576
16,195,1590.599,102.415,373.055,10000,20000,10041.434,10000,60000,15529.386,64198,2242158.891,34925.681,20.76
17,195,1918.969,104.339,410.248,10000,30000,22072.734,20000,40000,29040.665,32117,1537416.847,47869.254,15.125
13,196,537.783,97.519,33.663,10000,10000,10000.0,20000,155490000,244336.313,5817,29784.468,5120.245,0.224
15,196,1229.348,100.529,233.206,10000,60000,36614.573,60000,200000,112547.024,11006,65966.494,5993.684,0.572
17,196,1890.748,104.165,409.976,0,20000,11584.145,10000,40000,15258.768,61156,3834554.775,62701.203,37.724
13,197,514.383,97.43,29.826,10000,10000,10000.0,40000,29120000,308534.834,5154,20416.838,3961.357,0.153
14,197,863.101,98.843,86.313,10000,10000,10000.0,20000,12980000,100067.051,14915,182913.093,12263.7,1.481
15,197,1203.606,100.403,207.1,10000,20000,10277.713,10000,3630000,36868.376,34820,692392.581,19884.91,6.01
16,197,1536.621,102.118,357.887,0,20000,11089.93,10000,40000,18348.217,55765,1936736.821,34730.329,17.932
17,197,1862.765,103.994,408.443,0,90000,72196.194,10000,110000,95726.854,9776,131255.925,13426.342,1.291
13,198,491.18,97.342,29.872,10000,20000,10003.875,80000,27390000,308181.818,5160,20388.512,3951.262,0.153
17,198,1835.019,103.827,408.067,10000,30000,10019.324,10000,140000,13306.193,70378,3653934.222,51918.699,35.947
13,199,468.172,97.256,23.628,10000,10000,10000.0,50000,29080000,392011.268,4083,12321.233,3017.691,0.092
14,199,814.55,98.635,77.071,10000,10000,10000.0,40000,14590000,113248.479,13318,145288.187,10909.159,1.177
15,199,1152.77,100.158,182.662,10000,10000,10000.0,10000,150000,42008.047,31564,582019.128,18439.333,5.052
16,199,1483.55,101.831,340.133,10000,20000,12539.469,10000,100000,22484.051,46872,1613777.608,34429.459,14.942
17,199,1807.505,103.662,406.359,0,70000,55355.932,60000,90000,74061.81,12685,113339.583,8934.929,1.115
13,200,445.356,97.171,23.512,10000,10000,10000.0,10000,29550000,394044.805,4063,12293.579,3025.739,0.092
17,200,1780.221,103.5,406.006,0,20000,12055.467,10000,20000,16152.59,58196,3185792.26,54742.461,31.341
13,201,422.729,97.088,17.563,10000,10000,10000.0,30000,31530000,530830.586,3035,6503.235,2142.746,0.048
14,201,766.805,98.435,68.773,10000,10000,10000.0,20000,16680000,128142.724,11884,112928.02,9502.526,0.914
16,201,1431.36,101.555,314.456,10000,30000,18015.383,20000,80000,36411.259,30162,744559.294,24685.342,6.894
17,201,1753.163,103.341,402.511,10000,30000,19824.426,20000,40000,26965.568,35085,1675258.298,47748.562,16.481
13,202,400.289,97.006,17.604,10000,30000,20849.897,330000,31750000,1104293.552,1459,2544.277,1743.85,0.019
15,202,1078.091,99.806,158.084,10000,20000,10446.271,10000,250000,52330.49,26150,482962.869,18468.943,4.192
17,202,1726.328,103.184,402.274,10000,30000,19419.208,20000,30000,26441.402,35796,1719361.428,48032.222,16.915
13,203,378.033,96.925,17.65,10000,10000,10000.0,20000,31730000,528019.022,3050,6511.292,2134.849,0.048
15,203,1053.608,99.693,136.51,10000,10000,10000.0,20000,2450000,59562.913,23589,403736.994,17115.477,3.504
16,203,1380.028,101.287,294.837,10000,40000,19221.308,10000,60000,42713.45,26506,837759.653,31606.415,7.757
17,203,1699.714,103.031,397.592,0,20000,11976.014,10000,40000,16639.531,57368,2616906.063,45616.128,25.745
18,203,2013.188,104.93,415.138,10000,30000,19897.925,20000,30000,25636.736,36052,2358487.329,65419.042,24.567
13,204,355.96,96.846,10.989,0,10000,9994.736,40000,34280000,853164.823,1900,2652.103,1395.843,0.019
13,205,334.065,96.768,11.221,10000,10000,10000.0,70000,34760000,835603.715,1939,2671.374,1377.707,0.02
14,205,673.651,98.053,52.152,10000,10000,10000.0,30000,20150000,172160.692,9012,63727.071,7071.357,0.516
16,205,1329.533,101.029,276.238,10000,120000,77679.414,10000,370000,189479.166,6145,14382.315,2340.49,0.133
17,205,1647.136,102.731,388.362,10000,30000,10014.176,10000,120000,14482.413,67014,2506192.851,37398.048,24.655
18,205,1958.568,104.585,413.449,0,20000,10783.837,10000,40000,13994.867,66251,4215749.7,63632.997,43.914
13,206,312.349,96.691,4.085,10000,10000,10000.0,120000,40280000,2263234.042,706,559.452,792.426,0.004
15,206,981.348,99.364,121.006,0,20000,10002.87,10000,3580000,68529.876,20904,334791.562,16015.669,2.906
17,206,1621.166,102.585,373.298,10000,90000,51949.746,10000,120000,80256.926,12417,288707.935,23251.021,2.84
14,207,628.201,97.871,52.152,10000,10000,10000.0,30000,20000000,172155.143,9012,63659.64,7063.874,0.515
16,207,1279.852,100.779,256.313,10000,100000,18894.671,10000,200000,51132.252,23441,646413.458,27576.189,5.985
17,207,1595.406,102.441,373.078,0,20000,10848.085,10000,40000,16775.539,59428,2207196.455,37140.682,21.714
15,208,934.142,99.153,107.766,10000,20000,13475.649,70000,7240000,105320.596,13819,211334.001,15293.002,1.834
17,208,1569.852,102.3,358.072,10000,30000,19943.593,20000,80000,32969.636,31025,772623.507,24903.255,7.601
14,209,583.478,97.696,44.409,10000,10000,10000.0,40000,22090000,203924.149,7674,45629.879,5946.035,0.369
15,209,910.821,99.05,96.62,10000,20000,11148.504,60000,11250000,98466.777,14976,215878.352,14414.954,1.873
16,209,1230.964,100.537,233.078,10000,50000,27393.049,40000,150000,84259.284,14703,138637.869,9429.223,1.283
17,209,1544.502,102.161,357.934,10000,30000,16162.167,20000,70000,26734.608,38269,1172283.435,30632.716,11.532
18,209,1851.947,103.929,408.252,0,30000,18922.268,20000,30000,25110.377,37282,2104976.436,56460.931,21.926
17,210,1519.353,102.024,340.549,10000,20000,11539.306,10000,300000,20650.639,50997,1683043.222,33002.788,16.557
14,211,539.462,97.526,36.608,10000,10000,10000.0,20000,24750000,249536.758,6326,31273.096,4943.581,0.253
15,211,864.733,98.85,86.238,0,10000,9999.328,20000,12400000,100157.696,14903,182907.061,12273.17,1.587
16,211,1182.85,100.303,207.158,10000,30000,11342.522,10000,820000,40673.341,31560,680340.755,21557.058,6.299
17,211,1494.403,101.89,340.387,10000,50000,28880.978,10000,80000,51726.0,20366,653909.085,32107.88,6.433
18,211,1799.903,103.617,406.221,80000,130000,100206.995,110000,160000,134143.346,7005,19223.089,2744.195,0.2
15,212,841.962,98.752,86.331,10000,20000,11215.698,60000,11600000,112207.518,13301,175721.359,13211.138,1.525
17,212,1469.65,101.757,315.225,0,20000,10046.478,10000,80000,20230.735,54219,1544915.949,28493.995,15.198
14,213,496.136,97.361,30.225,10000,10000,10000.0,50000,26790000,304318.268,5223,20435.554,3912.608,0.165
16,213,1135.491,100.076,182.343,10000,20000,12121.643,20000,910000,51031.046,25994,501140.621,19279.088,4.64
17,213,1445.09,101.627,314.432,10000,160000,111660.501,10000,500000,225701.952,4866,8518.084,1750.531,0.083
15,214,796.951,98.561,77.228,10000,10000,10000.0,20000,13960000,113008.093,13345,145348.968,10891.642,1.261
17,214,1420.722,101.499,294.866,10000,20000,10515.746,10000,350000,23363.672,48454,1325760.962,27361.228,13.042
19,214,2020.442,104.977,415.156,10000,20000,13367.183,10000,20000,17221.011,53668,4076965.341,75966.41,44.827
14,215,453.483,97.201,23.53,10000,10000,10000.0,20000,29690000,393731.857,4066,12287.631,3022.044,0.099
16,215,1088.866,99.857,158.043,10000,10000,10000.0,10000,180000,50108.755,27310,485142.406,17764.277,4.492
17,215,1396.543,101.373,294.739,10000,30000,16888.056,10000,60000,37545.511,30158,1019565.264,33807.456,10.03
18,215,1698.242,103.022,397.598,10000,20000,12830.784,10000,20000,17826.354,53547,2475687.871,46233.922,25.788
19,215,1994.402,104.811,414.768,10000,90000,73434.426,10000,110000,94772.005,9760,117098.095,11997.755,1.287
17,216,1372.551,101.249,275.92,10000,20000,12096.663,20000,70000,29552.697,39415,1081095.143,27428.52,10.635
19,216,1968.562,104.648,413.385,10000,20000,10197.575,10000,40000,13237.494,70049,4249207.812,60660.506,46.721
15,217,730.734,98.285,68.894,10000,20000,13292.764,80000,15730000,170022.333,8956,87442.356,9763.55,0.759
16,217,1042.959,99.644,136.707,10000,10000,10000.0,10000,860000,59491.575,23623,403886.047,17097.153,3.739
17,217,1348.743,101.127,275.665,10000,20000,12476.1,10000,60000,30519.381,38181,989172.37,25907.45,9.731
18,217,1648.585,102.739,388.13,10000,20000,10022.415,10000,120000,14508.801,66919,2504870.751,37431.383,26.092
19,217,1942.922,104.487,413.188,10000,40000,25895.473,20000,40000,33644.046,27572,1149100.158,41676.344,12.634
15,218,708.999,98.196,60.248,10000,10000,10000.0,20000,18150000,147645.533,10411,85896.461,8250.548,0.745
17,218,1325.117,101.006,275.567,10000,40000,28271.685,40000,140000,69194.869,16843,206649.91,12269.186,2.033
19,218,1917.478,104.329,410.329,10000,30000,19779.346,20000,30000,26014.729,35848,1923243.897,53649.963,21.146
14,219,370.129,96.896,11.359,10000,10000,10000.0,40000,34580000,825540.265,1963,2684.831,1367.718,0.021
16,219,997.752,99.438,121.099,10000,10000,10000.0,30000,4280000,68451.135,20926,334856.381,16001.929,3.1
17,219,1301.671,100.888,256.29,0,10000,9999.774,10000,80000,27067.085,44288,978462.117,22093.165,9.626
19,219,1892.227,104.174,410.115,10000,20000,10968.41,10000,40000,14438.941,64611,3899318.455,60350.69,42.874
17,220,1278.403,100.772,256.29,10000,340000,19545.855,10000,710000,52896.676,22658,628578.438,27742.008,6.183
19,220,1867.168,104.021,407.858,10000,520000,138463.654,10000,680000,183941.835,5090,21128.555,4150.993,0.232
14,221,329.397,96.751,11.255,10000,20000,10036.119,140000,34200000,835993.804,1938,2667.011,1376.166,0.021
15,221,644.781,97.937,52.17,10000,20000,14660.92,110000,20090000,252330.839,6149,42414.53,6897.793,0.368
16,221,953.228,99.238,107.783,0,10000,9999.463,20000,7790000,78139.597,18626,276269.725,14832.477,2.558
18,221,1551.523,102.199,358.067,10000,50000,31273.186,40000,70000,51699.353,19785,282139.719,14260.284,2.938
19,221,1842.298,103.87,408.223,10000,20000,11397.25,10000,40000,15126.025,61893,3569949.726,57679.377,39.252
17,222,1232.391,100.544,233.315,0,40000,22507.117,40000,120000,69139.124,17913,219929.418,12277.642,2.163
19,222,1817.615,103.722,406.828,10000,30000,18119.49,20000,30000,24192.076,38798,1887907.543,48659.919,20.758
15,223,602.77,97.771,44.351,10000,10000,10000.0,10000,22430000,204195.484,7664,45657.668,5957.42,0.396
16,223,909.37,99.044,96.695,10000,20000,10485.065,50000,10110000,92530.279,15936,223837.37,14046.019,2.072
17,223,1209.643,100.433,207.065,10000,20000,12256.285,20000,1400000,43975.268,29194,567106.665,19425.452,5.579
18,223,1504.083,101.942,340.399,10000,80000,34452.644,10000,120000,61696.93,17073,515505.999,30194.224,5.369
19,223,1793.116,103.576,405.827,20000,40000,28482.596,30000,50000,38192.12,24621,733278.964,29782.663,8.062
15,224,581.999,97.69,44.427,10000,10000,10000.0,40000,23000000,203831.422,7677,45639.659,5944.986,0.396
17,224,1187.065,100.323,207.401,10000,20000,10290.874,20000,130000,36847.379,34826,691491.758,19855.618,6.802
19,224,1768.8,103.433,402.708,10000,20000,10068.145,10000,60000,13682.938,69117,3069176.118,44405.517,33.746
16,225,866.163,98.856,86.417,10000,10000,10000.0,20000,11810000,99929.011,14933,182883.566,12246.94,1.693
17,225,1164.654,100.215,182.858,10000,30000,11346.188,10000,250000,47601.623,27849,566079.575,20326.746,5.569
19,225,1744.664,103.291,402.442,10000,70000,54731.622,10000,90000,74469.893,12706,245285.744,19304.717,2.697
15,226,540.918,97.531,36.591,10000,10000,10000.0,20000,24590000,249648.845,6323,31278.203,4946.734,0.271
17,226,1142.409,100.109,182.702,0,20000,10099.811,10000,180000,42417.621,31259,581225.994,18593.876,5.718
19,226,1720.707,103.152,397.743,0,20000,13551.401,10000,30000,18815.978,50718,2456162.499,48427.826,27.006
15,227,520.604,97.453,29.913,10000,10000,10000.0,10000,27220000,307614.164,5169,20435.769,3953.524,0.177
16,227,823.591,98.674,77.17,10000,30000,17585.388,120000,14230000,198922.447,7583,70152.493,9251.284,0.649
17,227,1120.327,100.004,158.298,10000,360000,209448.698,10000,1490000,1047394.636,1306,1113.23,852.396,0.01
18,227,1411.297,101.45,295.104,0,20000,10044.12,10000,60000,22290.374,50770,1339733.319,26388.286,13.955
19,227,1696.925,103.015,397.592,10000,20000,13734.207,10000,30000,19082.022,50024,2294945.119,45876.881,25.233
20,227,1977.583,104.705,414.542,0,20000,14052.85,10000,30000,18151.962,50974,3908894.273,76684.079,45.241
17,228,1098.406,99.901,158.616,10000,20000,10000.364,10000,3280000,49895.647,27408,485371.355,17709.112,4.775
15,229,480.419,97.302,29.89,10000,40000,24653.937,300000,26720000,759197.707,2095,5259.631,2510.563,0.045
16,229,781.64,98.497,77.135,10000,10000,10000.0,10000,13960000,113155.012,13329,145274.434,10899.124,1.345
17,229,1076.645,99.8,158.055,10000,30000,10672.502,10000,150000,53475.185,25591,481766.465,18825.62,4.739
18,229,1365.919,101.215,276.151,0,20000,10265.682,10000,90000,25050.233,46484,1146126.173,24656.358,11.938
19,229,1649.882,102.747,388.281,0,20000,10062.388,10000,80000,14556.975,66679,2505292.505,37572.436,27.546
20,229,1928.903,104.4,412.87,80000,120000,97611.164,110000,150000,126992.337,7309,21569.948,2951.149,0.249
17,230,1055.042,99.699,136.574,10000,10000,10000.0,20000,1450000,59552.099,23600,403745.847,17107.874,3.972
19,230,1626.616,102.615,388.298,10000,40000,28041.624,30000,60000,40565.052,23928,831402.298,34746.0,9.141
16,231,740.295,98.325,68.859,10000,120000,77366.71,620000,16100000,990136.629,1538,2078.047,1351.135,0.019
17,231,1033.595,99.601,136.412,10000,20000,12407.621,20000,880000,74000.105,18998,346550.793,18241.435,3.409
19,231,1603.518,102.486,373.229,10000,30000,16331.315,20000,40000,25237.528,39491,1651409.928,41817.374,18.157
20,231,1880.927,104.105,410.0,10000,30000,19487.292,20000,30000,25666.62,36356,2162128.644,59471.026,25.024
15,232,421.227,97.082,17.511,10000,10000,10000.0,30000,32010000,532317.355,3026,6505.084,2149.73,0.056
17,232,1012.302,99.504,121.128,10000,30000,16837.744,60000,4360000,115226.87,12431,171785.197,13819.097,1.69
19,232,1580.586,102.359,372.951,0,20000,11182.911,10000,40000,17303.047,57629,2176669.765,37770.389,23.933
15,233,401.779,97.011,17.557,10000,100000,65107.296,1100000,32630000,3458881.72,466,431.059,925.021,0.003
16,233,699.542,98.158,60.26,10000,10000,10000.0,10000,18680000,147656.55,10413,85852.034,8244.697,0.794
17,233,991.162,99.408,121.082,0,10000,9999.522,10000,4050000,68457.2,20924,334825.506,16001.983,3.294
18,233,1277.115,100.765,256.18,10000,250000,19466.162,10000,510000,52722.955,22741,624461.954,27459.74,6.504
19,233,1557.819,102.234,358.026,10000,400000,283014.638,10000,570000,468009.153,2186,2027.326,927.413,0.022
20,233,1833.638,103.818,408.246,10000,20000,10023.444,10000,120000,13301.41,70380,3653996.331,51918.106,42.291
17,234,970.172,99.313,107.76,10000,10000,10000.0,10000,7690000,78148.764,18621,276542.134,14851.089,2.72
19,234,1535.213,102.11,358.246,10000,20000,10633.309,10000,40000,17564.457,58218,1973351.487,33895.899,21.697
16,235,659.369,97.996,52.06,10000,20000,11890.034,90000,19870000,205099.801,7566,57770.087,7635.486,0.534
17,235,949.331,99.22,108.026,10000,10000,10000.0,30000,11520000,77943.855,18667,276273.549,14800.104,2.717
18,235,1233.66,100.55,232.968,10000,30000,19446.886,30000,110000,59854.589,20701,300072.875,14495.573,3.125
19,235,1512.768,101.989,340.451,0,30000,16736.842,10000,70000,29966.713,35150,1336097.491,38011.308,14.69
15,236,344.26,96.804,11.255,10000,10000,10000.0,30000,34680000,833307.613,1945,2669.891,1372.694,0.023
17,236,928.638,99.129,107.702,10000,40000,25985.758,150000,7190000,203225.806,7162,52684.627,7356.133,0.518
19,236,1490.482,101.869,340.231,10000,30000,20454.371,10000,60000,36658.896,28743,1059286.458,36853.719,11.647
16,237,619.761,97.838,44.305,10000,10000,10000.0,20000,22240000,204382.756,7656,45614.445,5957.999,0.422
17,237,908.09,99.038,96.614,10000,20000,10139.074,40000,8920000,89560.279,16466,225898.256,13719.073,2.222
19,237,1468.353,101.75,314.548,10000,20000,10124.05,10000,80000,20452.996,53688,1542478.746,28730.419,16.96
20,237,1741.06,103.27,402.442,10000,240000,113500.897,10000,320000,154435.194,6127,39089.014,6379.796,0.452
15,238,306.587,96.671,3.935,10000,10000,10000.0,120000,39490000,2401413.843,680,543.258,798.909,0.004
19,238,1446.378,101.634,314.664,0,100000,66342.118,10000,290000,133967.053,8196,29680.798,3621.376,0.326
16,239,580.706,97.685,44.299,10000,10000,10000.0,40000,22450000,204431.669,7655,45534.848,5948.379,0.421
17,239,867.424,98.861,86.325,10000,10000,10000.0,40000,11390000,100052.292,14917,182799.594,12254.447,1.798
18,239,1148.572,100.138,182.696,10000,10000,10000.0,10000,140000,41998.162,31570,581734.265,18426.806,6.059
19,239,1424.557,101.519,294.861,10000,20000,11911.63,10000,50000,26466.311,42775,1207700.966,28233.804,13.279
20,239,1695.741,103.008,397.968,0,20000,14677.295,10000,30000,20359.635,46854,2114277.554,45124.803,24.47
17,240,847.304,98.775,86.105,0,10000,9999.327,40000,12250000,100327.979,14880,182708.566,12278.801,1.797
19,240,1402.888,101.406,295.121,10000,20000,12040.657,10000,100000,26718.768,42354,1261823.551,29792.311,13.874
16,241,542.193,97.536,36.562,10000,10000,10000.0,60000,25040000,249821.117,6318,31252.758,4946.622,0.289
17,241,827.322,98.689,86.255,10000,70000,40613.079,280000,12360000,406685.745,3670,11525.132,3140.363,0.113
18,241,1106.912,99.941,158.275,10000,20000,12162.582,20000,280000,60840.967,22487,410993.576,18276.941,4.281
19,241,1381.368,101.294,294.901,10000,50000,20582.01,10000,80000,45722.19,24759,763397.012,30833.111,8.393
20,241,1651.049,102.753,388.275,10000,20000,10128.313,10000,60000,14653.019,66244,2503849.411,37797.376,28.979
17,242,807.478,98.605,77.332,10000,10000,10000.0,30000,13790000,112852.117,13363,145382.518,10879.482,1.43
19,242,1359.997,101.184,275.729,0,10000,9999.79,10000,200000,24453.889,47647,1150485.81,24146.028,12.65
16,243,504.208,97.391,29.681,10000,10000,10000.0,30000,29340000,310105.304,5129,20291.405,3956.21,0.187
17,243,787.771,98.522,77.164,10000,10000,10000.0,10000,13640000,113116.327,13334,145308.312,10897.578,1.429
19,243,1338.773,101.076,275.509,10000,50000,28902.379,40000,140000,70759.516,16472,189682.007,11515.42,2.085
20,243,1606.972,102.506,373.287,10000,30000,21516.394,20000,40000,33243.044,29979,1177980.348,39293.517,13.634
17,244,768.198,98.44,68.993,10000,10000,10000.0,20000,15700000,127685.596,11922,113056.554,9483.019,1.112
19,244,1317.693,100.969,256.284,10000,20000,13739.335,20000,70000,37190.68,32233,695543.298,21578.608,7.647
16,245,466.741,97.25,23.541,10000,10000,10000.0,40000,29670000,393425.129,4068,12298.014,3023.11,0.113
17,245,748.758,98.36,68.778,10000,20000,11972.398,70000,15810000,153401.168,9927,101631.248,10237.861,0.999
18,245,1025.296,99.563,136.649,10000,50000,30626.459,70000,760000,182281.748,7710,49806.8,6460.025,0.518
19,245,1296.758,100.863,256.388,0,20000,10380.749,10000,240000,28083.555,42679,974080.474,22823.413,10.71
17,246,729.45,98.28,68.796,10000,20000,11954.947,70000,16040000,153138.891,9944,100433.578,10099.917,0.988
19,246,1275.964,100.759,256.278,0,100000,18947.886,10000,220000,51287.92,23372,629193.727,26920.833,6.918
16,247,429.78,97.114,23.483,10000,10000,10000.0,20000,29280000,394461.424,4058,12287.787,3028.04,0.113
17,247,710.273,98.201,60.3,0,10000,9999.04,20000,18340000,147538.387,10421,85951.335,8247.897,0.845
18,247,985.316,99.382,120.983,10000,10000,10000.0,20000,4040000,68521.884,20906,334917.753,16020.173,3.488
20,247,1520.606,102.031,340.353,0,20000,11082.364,10000,130000,19850.945,53069,1715067.228,32317.685,19.85
17,248,691.225,98.124,60.214,10000,10000,10000.0,10000,17800000,147772.01,10405,85878.894,8253.617,0.844
19,248,1234.795,100.556,233.067,10000,30000,17416.536,30000,90000,53575.228,23124,372886.543,16125.52,4.1
16,249,393.314,96.98,17.65,10000,10000,10000.0,70000,32770000,527845.195,3050,6488.476,2127.369,0.06
17,249,672.304,98.048,52.1,10000,10000,10000.0,30000,19990000,172329.482,9003,63743.503,7080.251,0.627
19,249,1214.418,100.456,207.118,0,30000,16237.183,30000,100000,58240.097,22042,341772.5,15505.512,3.757
20,249,1478.292,101.803,339.913,10000,20000,10509.017,10000,90000,18861.891,55892,1746562.698,31248.885,20.214
17,250,653.509,97.972,52.031,10000,50000,32260.495,300000,20260000,556888.011,2787,7578.368,2719.185,0.074
19,250,1194.177,100.358,207.216,10000,10000,10000.0,10000,160000,35846.506,35807,694883.668,19406.363,7.64
16,251,357.334,96.851,11.209,10000,10000,10000.0,60000,34550000,836508.264,1937,2667.716,1377.241,0.024
17,251,634.839,97.898,51.915,10000,10000,10000.0,40000,24230000,173002.229,8971,63444.77,7072.207,0.624
18,251,906.952,99.033,96.62,10000,20000,10021.608,40000,9050000,88517.317,16660,226051.385,13568.51,2.354
19,251,1174.07,100.26,182.771,10000,70000,12380.635,10000,260000,51966.364,25510,532009.313,20854.931,5.849
